chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	12290112	12572098	+	55187	VPS13D	1	2.34401831E-1	NOT_RUN
chr1	12704565	12727097	+	343066	AADACL4	2	5.54434992E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12776117	12788726	+	126767	AADACL3	3	7.6716439E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12806162	12821102	+	93190	C1orf158	2	8.55716255E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12834983	12838048	+	390999	PRAMEF12	2	8.55716255E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12851545	12856777	+	65121	PRAMEF1	2	8.55716255E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12884467	12891264	-	440560	PRAMEF11	2	8.55716255E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13910251	13944452	+	10630	PDPN	3	5.27503455E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14026734	14151574	+	7799	PRDM2	9	4.87558631E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14925212	15444544	+	23254	KAZN	14	5.72194092E-1	DAVIES_SUCCESS
chr1	15438310	15478960	-	200197	TMEM51-AS1	4	2.63173419E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15479027	15546974	+	55092	TMEM51	3	1.88337454E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15573767	15726778	+	114827	FHAD1	3	3.87970808E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15736390	15756839	+	79180	EFHD2	1	1.91258765E-2	NOT_RUN
chr1	15764937	15773153	+	11330	CTRC	1	1.91258765E-2	NOT_RUN
chr1	15783222	15798586	+	63036	CELA2A	1	5.33247746E-1	NOT_RUN
chr1	15802595	15817895	+	51032	CELA2B	1	5.33247746E-1	NOT_RUN
chr1	15817323	15851285	-	842	CASP9	1	5.33247746E-1	NOT_RUN
chr1	15853351	15918874	+	23341	DNAJC16	2	6.21319431E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15898193	15911605	-	79814	AGMAT	1	5.41794805E-1	NOT_RUN
chr1	15943952	15987552	+	84301	DDI2	3	2.44898188E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15986363	15988217	+	6248	RSC1A1	2	1.61195279E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16010826	16061264	+	23207	PLEKHM2	2	1.61195279E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16174358	16266950	+	23013	SPEN	2	2.4315001E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16268363	16302627	-	7709	ZBTB17	2	2.4315001E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16524598	16539104	-	128272	ARHGEF19	1	2.66815649E-1	NOT_RUN
chr1	16558181	16563659	-	79363	RSG1	1	2.66815649E-1	NOT_RUN
chr1	16576558	16678948	-	54455	FBXO42	4	2.16977918E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16693524	16724643	+	26099	SZRD1	1	5.13834017E-2	NOT_RUN
chr1	16722175	16763919	-	374955	SPATA21	1	9.72225899E-2	NOT_RUN
chr1	16767166	16786584	+	55707	NECAP2	2	2.22930675E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16793930	16819196	-	114819	CROCCP3	2	2.22930675E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16875408	17185516	+	100500876	MIR3675	1	6.64418644E-1	NOT_RUN
chr1	17345224	17380665	-	6390	SDHB	2	4.57670883E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17393255	17445948	-	11240	PADI2	3	1.39297881E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17531620	17572501	+	29943	PADI1	4	6.86254244E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17575592	17610727	+	51702	PADI3	4	6.86254244E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17634689	17690495	+	23569	PADI4	3	6.29270139E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17698740	17728195	+	353238	PADI6	1	7.98107844E-1	NOT_RUN
chr1	17733250	17766250	-	55920	RCC2	1	7.98107844E-1	NOT_RUN
chr1	17846826	18024370	+	55160	ARHGEF10L	1	2.06735398E-1	NOT_RUN
chr1	18081807	18153558	+	81569	ACTL8	3	4.7327853E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	18434239	18704977	+	84966	IGSF21	8	4.04796316E-1	DAVIES_SUCCESS
chr1	18807423	18812480	+	127707	KLHDC7A	1	8.85572869E-1	NOT_RUN
chr1	18957499	19075360	+	5081	PAX7	1	2.95701283E-2	NOT_RUN
chr1	19166092	19186155	-	80834	TAS1R2	1	6.37678316E-1	NOT_RUN
chr1	19197923	19229293	-	8659	ALDH4A1	1	6.37678316E-1	NOT_RUN
chr1	19209695	19209769	-	100616120	MIR4695	1	6.37678316E-1	NOT_RUN
chr1	19230773	19282826	-	126917	IFFO2	1	6.37678316E-1	NOT_RUN
chr1	19400999	19536746	-	23352	UBR4	6	3.86388596E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19542157	19578053	-	23065	EMC1	5	3.21224459E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19578074	19586622	+	51154	MRTO4	2	1.53682514E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19592475	19600568	-	246181	AKR7L	2	1.53682514E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19609056	19615280	-	22977	AKR7A3	2	1.53682514E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19619740	19622230	-	100506730	LOC100506730	1	3.80267355E-1	NOT_RUN
chr1	19629201	19638640	-	8574	AKR7A2	1	3.80267355E-1	NOT_RUN
chr1	19638739	19658922	+	54896	PQLC2	1	3.80267355E-1	NOT_RUN
chr1	19665266	19812066	-	832	CAPZB	7	2.51271855E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19923470	19984949	+	100532736	MINOS1-NBL1	6	2.27942312E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19934300	19935138	+	644068	RPS14P3	6	2.27942312E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19969722	19984949	+	4681	NBL1	4	2.38547452E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19991779	20006055	+	3362	HTR6	4	2.38547452E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20008705	20126758	-	255104	TMCO4	2	9.21681719E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20140521	20141771	-	54546	RNF186	3	1.89013945E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20208887	20239437	+	23252	OTUD3	3	9.7559579E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20246799	20250110	-	30814	PLA2G2E	2	9.18504322E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20354671	20418394	+	5322	PLA2G5	2	1.72464975E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20439142	20446059	-	26279	PLA2G2D	2	1.72464975E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20465822	20476879	+	64600	PLA2G2F	1	7.90439299E-1	NOT_RUN
chr1	20490483	20501687	-	391013	PLA2G2C	2	6.70065386E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20512577	20519942	+	127733	UBXN10	2	6.70065386E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20617411	20681387	+	127731	VWA5B1	10	3.6623689E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20686293	20755287	-	339505	LOC339505	3	1.19317639E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20808883	20812728	-	55450	CAMK2N1	2	6.41125322E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20825940	20834674	-	79594	MUL1	6	3.59901425E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20878931	20881513	+	163933	FAM43B	7	4.48405326E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20915443	20945400	+	978	CDA	6	4.21877552E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20990506	21044317	-	57576	KIF17	1	4.16323357E-1	NOT_RUN
chr1	21046224	21059330	-	400745	SH2D5	2	4.21971753E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21069170	21113799	-	50809	HP1BP3	3	4.37030124E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21132784	21503381	-	8672	EIF4G3	8	4.98737777E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21766582	21811393	+	84224	NBPF3	3	2.24313564E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21835857	21904905	+	249	ALPL	5	4.30581627E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21922707	21995856	-	5909	RAP1GAP	3	9.04184787E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22004791	22109688	-	84196	USP48	3	1.00449765E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22148736	22263750	-	3339	HSPG2	1	2.48574925E-1	NOT_RUN
chr1	22303417	22333141	+	23436	CELA3B	1	2.48574925E-1	NOT_RUN
chr1	22379119	22419436	+	998	CDC42	1	4.19110822E-2	NOT_RUN
chr1	22443797	22470385	-	54361	WNT4	2	1.24586547E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22778343	22857650	+	9923	ZBTB40	4	9.69885467E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22890003	22930087	+	2046	EPHA8	2	8.80670627E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22963117	22966175	+	712	C1QA	2	5.05006489E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22970117	22974603	+	714	C1QC	2	5.05006489E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22979681	22988029	+	713	C1QB	2	5.05006489E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23037330	23241823	+	2048	EPHB2	3	2.61735107E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23046009	23046091	+	100616391	MIR4684	1	8.19435566E-2	NOT_RUN
chr1	23337326	23342343	-	729059	LOC729059	2	5.08554924E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23345940	23410184	+	23028	KDM1A	3	2.51609205E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23370797	23370865	+	100422866	MIR3115	1	5.33415046E-1	NOT_RUN
chr1	23410515	23504301	-	7798	LUZP1	5	9.40412765E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23518387	23521222	-	3352	HTR1D	3	8.87009877E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23636275	23670853	-	10236	HNRNPR	2	8.45809693E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23685940	23696357	-	80818	ZNF436	2	8.45809693E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23695463	23698330	+	148898	C1orf213	2	6.55807057E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23707554	23751261	-	6920	TCEA3	2	6.55807057E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23755055	23811057	-	55616	ASAP3	2	6.18900382E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23832919	23857712	-	1870	E2F2	1	6.06494704E-1	NOT_RUN
chr1	23884420	23886285	-	3399	ID3	1	6.06494704E-1	NOT_RUN
chr1	23907984	23967056	+	259283	MDS2	1	5.59389281E-1	NOT_RUN
chr1	24018268	24022915	+	6135	RPL11	2	8.09205975E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24069855	24088549	+	6924	TCEB3	1	8.57585741E-1	NOT_RUN
chr1	24382530	24438665	-	127294	MYOM3	4	7.09558324E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24446260	24469775	-	58985	IL22RA1	4	7.09558324E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24480646	24513765	-	163702	IFNLR1	2	2.84391117E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24526729	24538180	+	284632	LOC284632	1	1.13780183E-1	NOT_RUN
chr1	24645811	24690970	+	57822	GRHL3	7	7.63678397E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24683488	24741587	-	90529	STPG1	10	8.3023781E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24742244	24799473	+	57185	NIPAL3	8	8.60370608E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24822822	24828850	-	100750325	RCAN3AS	1	7.55256091E-1	NOT_RUN
chr1	24828840	24863510	+	11123	RCAN3	1	7.55256091E-1	NOT_RUN
chr1	24882566	24935818	+	400746	NCMAP	1	7.55256091E-1	NOT_RUN
chr1	25071759	25170815	+	25932	CLIC4	1	4.32741678E-1	NOT_RUN
chr1	25226001	25291612	-	864	RUNX3	7	5.56648014E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	25943958	26111258	+	57134	MAN1C1	1	5.8193245E-1	NOT_RUN
chr1	26126666	26144713	+	57190	SEPN1	2	6.9424065E-1	NOT_RUN
chr1	26146396	26159433	+	56181	MTFR1L	2	6.9424065E-1	NOT_RUN
chr1	26146444	26150097	-	646471	LOC646471	2	6.9424065E-1	NOT_RUN
chr1	26160496	26185848	-	79000	AUNIP	2	6.9424065E-1	NOT_RUN
chr1	26187974	26197744	-	164091	PAQR7	2	6.9424065E-1	NOT_RUN
chr1	26210676	26233368	-	3925	STMN1	1	9.38541658E-1	NOT_RUN
chr1	26286257	26324648	-	5051	PAFAH2	2	7.87883438E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26348270	26362954	+	2134	EXTL1	3	8.94562005E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26364513	26372604	-	7780	SLC30A2	3	8.94562005E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26377795	26394125	-	84676	TRIM63	2	4.39136349E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26485510	26489119	+	79927	FAM110D	1	6.93915698E-2	NOT_RUN
chr1	26496387	26497364	+	51042	ZNF593	1	6.93915698E-2	NOT_RUN
chr1	26503980	26516375	+	10256	CNKSR1	5	2.46464756E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26517118	26529033	+	378807	CATSPER4	5	2.46464756E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26560692	26605299	+	64793	CEP85	5	2.46464756E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26606212	26608013	+	83442	SH3BGRL3	1	5.09380964E-1	NOT_RUN
chr1	26608772	26644756	-	91544	UBXN11	1	5.09380964E-1	NOT_RUN
chr1	27205872	27216869	-	54707	GPN2	1	2.46402691E-1	NOT_RUN
chr1	27216978	27226962	-	63906	GPATCH3	1	2.46402691E-1	NOT_RUN
chr1	27237974	27240567	-	8431	NR0B2	1	2.46402691E-1	NOT_RUN
chr1	27248212	27273362	+	10726	NUDC	1	2.46402691E-1	NOT_RUN
chr1	27276046	27286901	-	126695	C1orf172	1	2.46402691E-1	NOT_RUN
chr1	27860755	27930361	-	27245	AHDC1	1	2.09086605E-1	NOT_RUN
chr1	27938800	27961727	-	2268	FGR	1	2.09086605E-1	NOT_RUN
chr1	27992571	27998724	-	2537	IFI6	1	2.09086605E-1	NOT_RUN
chr1	28296854	28415148	-	2140	EYA3	3	3.93264228E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29138653	29190208	+	4985	OPRD1	2	8.42934178E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29213602	29446558	+	2035	EPB41	7	8.9279806E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29445936	29450421	-	399474	TMEM200B	1	8.11084189E-1	NOT_RUN
chr1	29474249	29508637	-	6429	SRSF4	1	8.11084189E-1	NOT_RUN
chr1	29519384	29557454	-	51102	MECR	1	5.6679524E-1	NOT_RUN
chr1	29563027	29653325	+	10076	PTPRU	6	8.03859849E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31184123	31196432	-	4146	MATN1	4	3.00635769E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31191618	31199593	+	100129196	MATN1-AS1	4	3.00635769E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31342312	31381480	-	9672	SDC3	1	2.83713825E-2	NOT_RUN
chr1	31652591	31712734	-	79570	NKAIN1	3	4.62625491E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31732414	31769644	-	9410	SNRNP40	3	4.62625491E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31769841	31837780	+	51538	ZCCHC17	5	6.45692478E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31838099	31845923	-	2170	FABP3	2	7.73965405E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31882411	31907527	+	347735	SERINC2	2	7.73965405E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31971838	31974167	+	149086	LOC149086	1	8.07233877E-1	NOT_RUN
chr1	31984035	31989846	+	284551	LOC284551	1	8.07233877E-1	NOT_RUN
chr1	32042085	32053287	+	64129	TINAGL1	1	8.07233877E-1	NOT_RUN
chr1	32083300	32098119	+	3061	HCRTR1	1	3.75759035E-1	NOT_RUN
chr1	32095462	32110838	-	553115	PEF1	1	3.75759035E-1	NOT_RUN
chr1	32117847	32169768	-	1307	COL16A1	2	9.1804574E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	32192717	32229648	-	576	BAI2	1	4.55770392E-2	NOT_RUN
chr1	32372021	32403988	-	8073	PTP4A2	1	4.81974253E-1	NOT_RUN
chr1	32830704	32860062	-	55108	BSDC1	1	8.72048478E-1	NOT_RUN
chr1	32930657	33071542	+	653121	ZBTB8A	1	8.72048478E-1	NOT_RUN
chr1	33207511	33240571	+	57648	KIAA1522	1	6.09977428E-1	NOT_RUN
chr1	33240839	33283633	-	8565	YARS	2	3.94559908E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33283042	33324480	+	64766	S100PBP	2	3.94559908E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33327868	33338082	-	252995	FNDC5	1	2.31318987E-1	NOT_RUN
chr1	33352097	33360247	+	3208	HPCA	2	4.50976128E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33360195	33366953	-	113452	TMEM54	2	4.50976128E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33402049	33430286	-	127544	RNF19B	1	7.03502971E-1	NOT_RUN
chr1	33722173	33766320	+	149076	ZNF362	1	6.64543912E-1	NOT_RUN
chr1	33789223	33896615	-	1912	PHC2	4	5.42554853E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33938231	33961995	+	7579	ZSCAN20	5	4.23642831E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33979608	34631443	-	114784	CSMD2	46	3.02217588E-1	DAVIES_SUCCESS
chr1	34326075	34330392	+	127540	HMGB4	10	6.02462373E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	34334556	34351059	+	402779	LOC402779	10	2.59788839E-1	DAVIES_SUCCESS
