chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	26485510	26489119	+	79927	FAM110D	1	3.16111723E-1	NOT_RUN
chr1	26496387	26497364	+	51042	ZNF593	1	3.16111723E-1	NOT_RUN
chr1	26503980	26516375	+	10256	CNKSR1	5	6.86777233E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26517118	26529033	+	378807	CATSPER4	5	6.86777233E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26560692	26605299	+	64793	CEP85	5	6.86777233E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26606212	26608013	+	83442	SH3BGRL3	1	8.83842084E-1	NOT_RUN
chr1	26608772	26644756	-	91544	UBXN11	1	8.83842084E-1	NOT_RUN
chr1	27205872	27216869	-	54707	GPN2	1	5.12404757E-1	NOT_RUN
chr1	27216978	27226962	-	63906	GPATCH3	1	5.12404757E-1	NOT_RUN
chr1	27237974	27240567	-	8431	NR0B2	1	5.12404757E-1	NOT_RUN
chr1	27248212	27273362	+	10726	NUDC	1	5.12404757E-1	NOT_RUN
chr1	27276046	27286901	-	126695	C1orf172	1	5.12404757E-1	NOT_RUN
chr1	27860755	27930361	-	27245	AHDC1	1	9.09497948E-1	NOT_RUN
chr1	27938800	27961727	-	2268	FGR	1	9.09497948E-1	NOT_RUN
chr1	27992571	27998724	-	2537	IFI6	1	9.09497948E-1	NOT_RUN
chr1	28296854	28415148	-	2140	EYA3	3	5.65061329E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29138653	29190208	+	4985	OPRD1	2	5.53498342E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29213602	29446558	+	2035	EPB41	7	8.92295029E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29445936	29450421	-	399474	TMEM200B	1	6.38403191E-1	NOT_RUN
chr1	29474249	29508637	-	6429	SRSF4	1	6.38403191E-1	NOT_RUN
chr1	29519384	29557454	-	51102	MECR	1	1.4335734E-1	NOT_RUN
chr1	29563027	29653325	+	10076	PTPRU	6	4.81066541E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31184123	31196432	-	4146	MATN1	4	9.83667254E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31191618	31199593	+	100129196	MATN1-AS1	4	9.83667254E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31342312	31381480	-	9672	SDC3	1	6.76343176E-1	NOT_RUN
chr1	31652591	31712734	-	79570	NKAIN1	3	3.38684073E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31732414	31769644	-	9410	SNRNP40	3	3.38684073E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31769841	31837780	+	51538	ZCCHC17	5	4.77334217E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31838099	31845923	-	2170	FABP3	2	5.57188616E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31882411	31907527	+	347735	SERINC2	2	5.57188616E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31971838	31974167	+	149086	LOC149086	1	6.5393118E-1	NOT_RUN
chr1	31984035	31989846	+	284551	LOC284551	1	6.5393118E-1	NOT_RUN
chr1	32042085	32053287	+	64129	TINAGL1	1	6.5393118E-1	NOT_RUN
chr1	32083300	32098119	+	3061	HCRTR1	1	4.6800529E-1	NOT_RUN
chr1	32095462	32110838	-	553115	PEF1	1	4.6800529E-1	NOT_RUN
chr1	32117847	32169768	-	1307	COL16A1	2	4.95736695E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	32192717	32229648	-	576	BAI2	1	3.50560785E-1	NOT_RUN
chr1	32372021	32403988	-	8073	PTP4A2	1	7.49521445E-1	NOT_RUN
chr1	32830704	32860062	-	55108	BSDC1	1	7.9240443E-1	NOT_RUN
chr1	32930657	33071542	+	653121	ZBTB8A	1	7.9240443E-1	NOT_RUN
chr1	33207511	33240571	+	57648	KIAA1522	1	5.98687666E-1	NOT_RUN
chr1	33240839	33283633	-	8565	YARS	2	2.55678671E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33283042	33324480	+	64766	S100PBP	2	2.55678671E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33327868	33338082	-	252995	FNDC5	1	1.27236396E-1	NOT_RUN
chr1	33352097	33360247	+	3208	HPCA	2	3.07821198E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33360195	33366953	-	113452	TMEM54	2	3.07821198E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33402049	33430286	-	127544	RNF19B	1	9.01188959E-1	NOT_RUN
chr1	33722173	33766320	+	149076	ZNF362	1	2.25874008E-1	NOT_RUN
chr1	33789223	33896615	-	1912	PHC2	4	7.55691601E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33938231	33961995	+	7579	ZSCAN20	5	5.32055103E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33979608	34631443	-	114784	CSMD2	46	2.37536009E-1	DAVIES_SUCCESS
chr1	34326075	34330392	+	127540	HMGB4	10	3.42646603E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	34334556	34351059	+	402779	LOC402779	10	3.42096701E-1	DAVIES_SUCCESS
