chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	10509775	10512060	+	1325	CORT	3	6.9437771E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10520602	10532613	-	1676	DFFA	1	4.4760484E-1	NOT_RUN
chr1	10535002	10690815	+	5195	PEX14	2	2.84888567E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10696665	10856733	-	54897	CASZ1	3	3.79232888E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11006529	11042094	-	148345	C1orf127	2	8.60414971E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11126675	11159938	-	5394	EXOSC10	1	4.75445598E-1	NOT_RUN
chr1	11166587	11322608	-	2475	MTOR	2	4.94146808E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11203954	11209595	+	100873935	MTOR-AS1	1	4.75445598E-1	NOT_RUN
chr1	11249345	11256038	+	10218	ANGPTL7	1	4.73505623E-1	NOT_RUN
chr1	11333254	11348491	+	29914	UBIAD1	1	4.73505623E-1	NOT_RUN
chr1	11539294	11597640	+	57540	PTCHD2	1	4.40609569E-1	NOT_RUN
chr1	11796141	11810828	+	57085	AGTRAP	1	2.88401915E-1	NOT_RUN
chr1	11845786	11866160	-	4524	MTHFR	1	2.88401915E-1	NOT_RUN
chr1	11866152	11903201	+	1185	CLCN6	1	2.88401915E-1	NOT_RUN
chr1	11900375	11907674	+	100379251	NPPA-AS1	1	2.88401915E-1	NOT_RUN
chr1	11905766	11907840	-	4878	NPPA	1	2.88401915E-1	NOT_RUN
chr1	11994723	12035599	+	5351	PLOD1	2	6.6999477E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12040237	12073572	+	9927	MFN2	2	6.6999477E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12079298	12092106	+	60672	MIIP	2	6.6999477E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12123433	12204264	+	943	TNFRSF8	2	5.87874107E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12227059	12269277	+	7133	TNFRSF1B	2	5.87874107E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12251761	12251839	+	100616438	MIR4632	1	6.91963163E-1	NOT_RUN
chr1	12290112	12572098	+	55187	VPS13D	1	2.16577585E-1	NOT_RUN
chr1	12704565	12727097	+	343066	AADACL4	2	5.586488E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12776117	12788726	+	126767	AADACL3	3	7.17881848E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12806162	12821102	+	93190	C1orf158	2	8.43812323E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12834983	12838048	+	390999	PRAMEF12	2	8.43812323E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12851545	12856777	+	65121	PRAMEF1	2	8.43812323E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12884467	12891264	-	440560	PRAMEF11	2	8.43812323E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13910251	13944452	+	10630	PDPN	3	8.9096968E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14026734	14151574	+	7799	PRDM2	9	8.45336076E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14925212	15444544	+	23254	KAZN	14	5.69628717E-1	DAVIES_SUCCESS
chr1	15438310	15478960	-	200197	TMEM51-AS1	4	4.45398641E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15479027	15546974	+	55092	TMEM51	3	3.07332453E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15573767	15726778	+	114827	FHAD1	3	8.53064841E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15736390	15756839	+	79180	EFHD2	1	8.30354059E-1	NOT_RUN
chr1	15764937	15773153	+	11330	CTRC	1	8.30354059E-1	NOT_RUN
chr1	15783222	15798586	+	63036	CELA2A	1	4.0496884E-1	NOT_RUN
chr1	15802595	15817895	+	51032	CELA2B	1	4.0496884E-1	NOT_RUN
chr1	15817323	15851285	-	842	CASP9	1	4.0496884E-1	NOT_RUN
chr1	15853351	15918874	+	23341	DNAJC16	2	3.01089662E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15898193	15911605	-	79814	AGMAT	1	2.1990154E-1	NOT_RUN
chr1	15943952	15987552	+	84301	DDI2	3	5.23719585E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15986363	15988217	+	6248	RSC1A1	2	8.18798239E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16010826	16061264	+	23207	PLEKHM2	2	8.18798239E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16174358	16266950	+	23013	SPEN	2	8.02687728E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16268363	16302627	-	7709	ZBTB17	2	8.02687728E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16524598	16539104	-	128272	ARHGEF19	1	1.05604911E-1	NOT_RUN
chr1	16558181	16563659	-	79363	RSG1	1	1.05604911E-1	NOT_RUN
chr1	16576558	16678948	-	54455	FBXO42	4	3.09086916E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16693524	16724643	+	26099	SZRD1	1	9.15535227E-1	NOT_RUN
chr1	16722175	16763919	-	374955	SPATA21	1	8.97234228E-2	NOT_RUN
chr1	16767166	16786584	+	55707	NECAP2	2	2.23172531E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16793930	16819196	-	114819	CROCCP3	2	2.23172531E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16875408	17185516	+	100500876	MIR3675	1	8.11137973E-1	NOT_RUN
chr1	17345224	17380665	-	6390	SDHB	2	3.45677943E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17393255	17445948	-	11240	PADI2	3	1.82424706E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17531620	17572501	+	29943	PADI1	4	4.38763988E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17575592	17610727	+	51702	PADI3	4	4.38763988E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17634689	17690495	+	23569	PADI4	3	4.08841076E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17698740	17728195	+	353238	PADI6	1	1.08248369E-1	NOT_RUN
chr1	17733250	17766250	-	55920	RCC2	1	1.08248369E-1	NOT_RUN
chr1	17846826	18024370	+	55160	ARHGEF10L	1	6.69345046E-1	NOT_RUN
chr1	18081807	18153558	+	81569	ACTL8	3	7.30100602E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	18434239	18704977	+	84966	IGSF21	8	6.66938296E-1	DAVIES_SUCCESS
chr1	18807423	18812480	+	127707	KLHDC7A	1	6.45473519E-1	NOT_RUN
chr1	18957499	19075360	+	5081	PAX7	1	3.42889498E-1	NOT_RUN
chr1	19166092	19186155	-	80834	TAS1R2	1	6.73201942E-1	NOT_RUN
chr1	19197923	19229293	-	8659	ALDH4A1	1	6.73201942E-1	NOT_RUN
chr1	19209695	19209769	-	100616120	MIR4695	1	6.73201942E-1	NOT_RUN
chr1	19230773	19282826	-	126917	IFFO2	1	6.73201942E-1	NOT_RUN
chr1	19400999	19536746	-	23352	UBR4	6	4.50326734E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19542157	19578053	-	23065	EMC1	5	3.58526367E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19578074	19586622	+	51154	MRTO4	2	1.43399557E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19592475	19600568	-	246181	AKR7L	2	1.43399557E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19609056	19615280	-	22977	AKR7A3	2	1.43399557E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19619740	19622230	-	100506730	LOC100506730	1	3.62040222E-1	NOT_RUN
chr1	19629201	19638640	-	8574	AKR7A2	1	3.62040222E-1	NOT_RUN
chr1	19638739	19658922	+	54896	PQLC2	1	3.62040222E-1	NOT_RUN
chr1	19665266	19812066	-	832	CAPZB	7	1.35020216E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19923470	19984949	+	100532736	MINOS1-NBL1	6	5.47561497E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19934300	19935138	+	644068	RPS14P3	6	5.47561497E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19969722	19984949	+	4681	NBL1	4	4.62848056E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	19991779	20006055	+	3362	HTR6	4	4.62848056E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20008705	20126758	-	255104	TMCO4	2	3.84327217E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20140521	20141771	-	54546	RNF186	3	5.78348954E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20208887	20239437	+	23252	OTUD3	3	5.89275529E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20246799	20250110	-	30814	PLA2G2E	2	4.29195779E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20354671	20418394	+	5322	PLA2G5	2	5.61815462E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20439142	20446059	-	26279	PLA2G2D	2	5.61815462E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20465822	20476879	+	64600	PLA2G2F	1	4.03443543E-1	NOT_RUN
chr1	20490483	20501687	-	391013	PLA2G2C	2	6.02988137E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20512577	20519942	+	127733	UBXN10	2	6.02988137E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20617411	20681387	+	127731	VWA5B1	10	7.64218646E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20686293	20755287	-	339505	LOC339505	3	8.30760699E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20808883	20812728	-	55450	CAMK2N1	2	3.23831142E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20825940	20834674	-	79594	MUL1	6	2.40570061E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20878931	20881513	+	163933	FAM43B	7	2.65650369E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20915443	20945400	+	978	CDA	6	3.00702275E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	20990506	21044317	-	57576	KIF17	1	5.98943272E-1	NOT_RUN
chr1	21046224	21059330	-	400745	SH2D5	2	8.38862885E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21069170	21113799	-	50809	HP1BP3	3	9.22524455E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21132784	21503381	-	8672	EIF4G3	8	1.30048802E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21766582	21811393	+	84224	NBPF3	3	1.41878644E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21835857	21904905	+	249	ALPL	5	3.89717929E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	21922707	21995856	-	5909	RAP1GAP	3	4.83064577E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22004791	22109688	-	84196	USP48	3	6.07208889E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22148736	22263750	-	3339	HSPG2	1	7.37427483E-1	NOT_RUN
chr1	22303417	22333141	+	23436	CELA3B	1	7.37427483E-1	NOT_RUN
chr1	22379119	22419436	+	998	CDC42	1	6.30890991E-1	NOT_RUN
chr1	22443797	22470385	-	54361	WNT4	2	6.16664573E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22778343	22857650	+	9923	ZBTB40	4	3.77508979E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22890003	22930087	+	2046	EPHA8	2	4.35266476E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22963117	22966175	+	712	C1QA	2	3.63582024E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22970117	22974603	+	714	C1QC	2	3.63582024E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	22979681	22988029	+	713	C1QB	2	3.63582024E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23037330	23241823	+	2048	EPHB2	3	4.42361423E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23046009	23046091	+	100616391	MIR4684	1	7.82334497E-1	NOT_RUN
chr1	23337326	23342343	-	729059	LOC729059	2	1.26718068E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23345940	23410184	+	23028	KDM1A	3	1.82828296E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23370797	23370865	+	100422866	MIR3115	1	1.42438581E-1	NOT_RUN
chr1	23410515	23504301	-	7798	LUZP1	5	5.3156488E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23518387	23521222	-	3352	HTR1D	3	7.44122832E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23636275	23670853	-	10236	HNRNPR	2	6.99127355E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23685940	23696357	-	80818	ZNF436	2	6.99127355E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23695463	23698330	+	148898	C1orf213	2	5.77719825E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23707554	23751261	-	6920	TCEA3	2	5.77719825E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23755055	23811057	-	55616	ASAP3	2	6.81055395E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	23832919	23857712	-	1870	E2F2	1	6.06031722E-1	NOT_RUN
chr1	23884420	23886285	-	3399	ID3	1	6.06031722E-1	NOT_RUN
chr1	23907984	23967056	+	259283	MDS2	1	3.3084137E-1	NOT_RUN
chr1	24018268	24022915	+	6135	RPL11	2	3.91975112E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24069855	24088549	+	6924	TCEB3	1	3.70763173E-1	NOT_RUN
chr1	24382530	24438665	-	127294	MYOM3	4	4.60968025E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24446260	24469775	-	58985	IL22RA1	4	4.60968025E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24480646	24513765	-	163702	IFNLR1	2	4.69045953E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24526729	24538180	+	284632	LOC284632	1	7.2769211E-1	NOT_RUN
chr1	24645811	24690970	+	57822	GRHL3	7	6.43691065E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24683488	24741587	-	90529	STPG1	10	4.95446239E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24742244	24799473	+	57185	NIPAL3	8	4.07746925E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	24822822	24828850	-	100750325	RCAN3AS	1	2.82738228E-1	NOT_RUN
chr1	24828840	24863510	+	11123	RCAN3	1	2.82738228E-1	NOT_RUN
chr1	24882566	24935818	+	400746	NCMAP	1	2.82738228E-1	NOT_RUN
chr1	25071759	25170815	+	25932	CLIC4	1	1.38777524E-1	NOT_RUN
chr1	25226001	25291612	-	864	RUNX3	7	3.38706528E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	25943958	26111258	+	57134	MAN1C1	1	8.83610414E-3	NOT_RUN
chr1	26126666	26144713	+	57190	SEPN1	2	5.20372907E-2	NOT_RUN
chr1	26146396	26159433	+	56181	MTFR1L	2	5.20372907E-2	NOT_RUN
chr1	26146444	26150097	-	646471	LOC646471	2	5.20372907E-2	NOT_RUN
chr1	26160496	26185848	-	79000	AUNIP	2	5.20372907E-2	NOT_RUN
chr1	26187974	26197744	-	164091	PAQR7	2	5.20372907E-2	NOT_RUN
chr1	26210676	26233368	-	3925	STMN1	1	4.04982678E-1	NOT_RUN
chr1	26286257	26324648	-	5051	PAFAH2	2	5.22106424E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26348270	26362954	+	2134	EXTL1	3	5.45153451E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26364513	26372604	-	7780	SLC30A2	3	5.45153451E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26377795	26394125	-	84676	TRIM63	2	4.1909213E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26485510	26489119	+	79927	FAM110D	1	8.70029959E-1	NOT_RUN
chr1	26496387	26497364	+	51042	ZNF593	1	8.70029959E-1	NOT_RUN
chr1	26503980	26516375	+	10256	CNKSR1	5	9.62132066E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26517118	26529033	+	378807	CATSPER4	5	9.62132066E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26560692	26605299	+	64793	CEP85	5	9.62132066E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	26606212	26608013	+	83442	SH3BGRL3	1	6.83822857E-1	NOT_RUN
chr1	26608772	26644756	-	91544	UBXN11	1	6.83822857E-1	NOT_RUN
chr1	27205872	27216869	-	54707	GPN2	1	1.83680202E-1	NOT_RUN
chr1	27216978	27226962	-	63906	GPATCH3	1	1.83680202E-1	NOT_RUN
chr1	27237974	27240567	-	8431	NR0B2	1	1.83680202E-1	NOT_RUN
chr1	27248212	27273362	+	10726	NUDC	1	1.83680202E-1	NOT_RUN
chr1	27276046	27286901	-	126695	C1orf172	1	1.83680202E-1	NOT_RUN
chr1	27860755	27930361	-	27245	AHDC1	1	6.93109964E-1	NOT_RUN
chr1	27938800	27961727	-	2268	FGR	1	6.93109964E-1	NOT_RUN
chr1	27992571	27998724	-	2537	IFI6	1	6.93109964E-1	NOT_RUN
chr1	28296854	28415148	-	2140	EYA3	3	5.1965979E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29138653	29190208	+	4985	OPRD1	2	7.2171503E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29213602	29446558	+	2035	EPB41	7	8.35318008E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	29445936	29450421	-	399474	TMEM200B	1	7.52251794E-1	NOT_RUN
chr1	29474249	29508637	-	6429	SRSF4	1	7.52251794E-1	NOT_RUN
chr1	29519384	29557454	-	51102	MECR	1	3.84019143E-2	NOT_RUN
chr1	29563027	29653325	+	10076	PTPRU	6	2.48551466E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31184123	31196432	-	4146	MATN1	4	5.6959825E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31191618	31199593	+	100129196	MATN1-AS1	4	5.6959825E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31342312	31381480	-	9672	SDC3	1	4.77125186E-1	NOT_RUN
chr1	31652591	31712734	-	79570	NKAIN1	3	9.27157472E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31732414	31769644	-	9410	SNRNP40	3	9.27157472E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31769841	31837780	+	51538	ZCCHC17	5	9.62391938E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31838099	31845923	-	2170	FABP3	2	9.18921068E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31882411	31907527	+	347735	SERINC2	2	9.18921068E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	31971838	31974167	+	149086	LOC149086	1	8.89433311E-1	NOT_RUN
chr1	31984035	31989846	+	284551	LOC284551	1	8.89433311E-1	NOT_RUN
chr1	32042085	32053287	+	64129	TINAGL1	1	8.89433311E-1	NOT_RUN
chr1	32083300	32098119	+	3061	HCRTR1	1	6.89584901E-1	NOT_RUN
chr1	32095462	32110838	-	553115	PEF1	1	6.89584901E-1	NOT_RUN
chr1	32117847	32169768	-	1307	COL16A1	2	5.75621565E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	32192717	32229648	-	576	BAI2	1	3.3217244E-1	NOT_RUN
chr1	32372021	32403988	-	8073	PTP4A2	1	2.55457503E-1	NOT_RUN
chr1	32830704	32860062	-	55108	BSDC1	1	9.63177497E-2	NOT_RUN
chr1	32930657	33071542	+	653121	ZBTB8A	1	9.63177497E-2	NOT_RUN
chr1	33207511	33240571	+	57648	KIAA1522	1	9.06479184E-1	NOT_RUN
chr1	33240839	33283633	-	8565	YARS	2	7.02468277E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33283042	33324480	+	64766	S100PBP	2	7.02468277E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33327868	33338082	-	252995	FNDC5	1	4.43014828E-1	NOT_RUN
chr1	33352097	33360247	+	3208	HPCA	2	6.73129351E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33360195	33366953	-	113452	TMEM54	2	6.73129351E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33402049	33430286	-	127544	RNF19B	1	6.60309788E-1	NOT_RUN
chr1	33722173	33766320	+	149076	ZNF362	1	1.42980059E-1	NOT_RUN
chr1	33789223	33896615	-	1912	PHC2	4	7.36785073E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33938231	33961995	+	7579	ZSCAN20	5	5.88045108E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	33979608	34631443	-	114784	CSMD2	46	1.71839289E-1	DAVIES_SUCCESS
chr1	34326075	34330392	+	127540	HMGB4	10	2.02833492E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	34334556	34351059	+	402779	LOC402779	10	2.75713901E-1	DAVIES_SUCCESS
