128,KEGG_HOMOLOGOUS_RECOMBINATION,1
129,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,1
130,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,1
131,KEGG_SMALL_CELL_LUNG_CANCER,1
132,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,1
133,REACTOME_BASIGIN_INTERACTIONS,1
134,REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,1
135,REACTOME_ELONGATION_ARREST_AND_RECOVERY,1
136,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_,1
137,REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,1
138,REACTOME_G1_PHASE,1
139,REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,1
140,REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,1
141,REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,1
142,REACTOME_INTRINSIC_PATHWAY,1
143,REACTOME_MEIOTIC_RECOMBINATION,1
144,REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,1
145,REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS,1
146,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,1
147,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,1
148,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,1
149,REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,1
150,BIOCARTA_CALCINEURIN_PATHWAY,1
151,BIOCARTA_EIF2_PATHWAY,1
152,BIOCARTA_EPONFKB_PATHWAY,1
153,BIOCARTA_GLYCOLYSIS_PATHWAY,1
154,BIOCARTA_NDKDYNAMIN_PATHWAY,1
155,BIOCARTA_VEGF_PATHWAY,1
156,KEGG_ABC_TRANSPORTERS,1
157,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1
158,KEGG_BASAL_TRANSCRIPTION_FACTORS,1
159,KEGG_OTHER_GLYCAN_DEGRADATION,1
160,KEGG_PENTOSE_PHOSPHATE_PATHWAY,1
161,REACTOME_ACTIVATION_OF_RAC,1
162,REACTOME_BOTULINUM_NEUROTOXICITY,1
163,REACTOME_COLLAGEN_FORMATION,1
164,REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,1
165,REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES,1
166,REACTOME_MEIOTIC_SYNAPSIS,1
167,REACTOME_METABOLISM_OF_CARBOHYDRATES,1
168,REACTOME_MITOTIC_PROMETAPHASE,1
169,REACTOME_PACKAGING_OF_TELOMERE_ENDS,1
170,REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,1
171,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,1
172,REACTOME_PIP3_ACTIVATES_AKT_SIGNALING,1
173,REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,1
174,REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS,1
175,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,1
176,REACTOME_RNA_POL_I_PROMOTER_OPENING,1
177,REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION,1
178,REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING,1
179,REACTOME_SIGNALING_BY_ROBO_RECEPTOR,1
180,REACTOME_SPHINGOLIPID_METABOLISM,1
181,REACTOME_TRANSCRIPTION,1
182,REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,1
183,BIOCARTA_HER2_PATHWAY,1
184,BIOCARTA_IL17_PATHWAY,1
185,BIOCARTA_IL3_PATHWAY,1
186,BIOCARTA_IL5_PATHWAY,1
187,BIOCARTA_IL6_PATHWAY,1
188,BIOCARTA_MITOCHONDRIA_PATHWAY,1
189,BIOCARTA_SPPA_PATHWAY,1
190,KEGG_ARACHIDONIC_ACID_METABOLISM,1
191,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,1
192,KEGG_BETA_ALANINE_METABOLISM,1
193,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,1
194,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,1
195,KEGG_RETINOL_METABOLISM,1
196,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,1
197,REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,1
198,REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S,1
199,REACTOME_AMYLOIDS,1
200,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,1
201,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,1
202,REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,1
203,REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,1
204,REACTOME_HEMOSTASIS,1
205,REACTOME_IL_2_SIGNALING,1
206,REACTOME_IL_6_SIGNALING,1
207,REACTOME_IL_RECEPTOR_SHC_SIGNALING,1
208,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,1
209,REACTOME_P2Y_RECEPTORS,1
210,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1
211,REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING,1
212,REACTOME_SHC_MEDIATED_SIGNALLING,1
213,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,1
214,REACTOME_SOS_MEDIATED_SIGNALLING,1
215,REACTOME_SYNTHESIS_OF_PC,1
216,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,1
