Name	chi2Pvalue	empPvalue
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	1.36809952E-1	1.348E-1
REACTOME_GLUCOSE_METABOLISM	1.38099921E-1	1.3562E-1
BIOCARTA_SET_PATHWAY	1.4135527E-1	1.4302E-1
REACTOME_MEIOSIS	1.41423203E-1	1.3398E-1
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	1.41966209E-1	1.4257E-1
KEGG_HISTIDINE_METABOLISM	1.4317617E-1	1.4138E-1
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	1.43928632E-1	1.4585E-1
BIOCARTA_AKAPCENTROSOME_PATHWAY	1.44534386E-1	1.3459E-1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.45435917E-1	1.4278E-1
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	1.4550494E-1	1.4254E-1
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1.46278903E-1	1.3918E-1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	1.4655348E-1	1.3426E-1
REACTOME_MRNA_3_END_PROCESSING	1.4749402E-1	1.4277E-1
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1.48790182E-1	1.4383E-1
REACTOME_STRIATED_MUSCLE_CONTRACTION	1.51012723E-1	1.5418E-1
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.51722711E-1	1.5504E-1
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	1.53165523E-1	1.5924E-1
BIOCARTA_ETC_PATHWAY	1.53961068E-1	1.5218E-1
REACTOME_INTERFERON_GAMMA_SIGNALING	1.56201983E-1	1.5934E-1
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	1.56224454E-1	1.6391E-1
KEGG_PATHWAYS_IN_CANCER	1.56336486E-1	1.541E-1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.56749566E-1	1.3871E-1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.58004319E-1	1.6334E-1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.58018219E-1	1.5626E-1
REACTOME_GAB1_SIGNALOSOME	1.59048234E-1	1.5737E-1
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	1.60166169E-1	1.7168E-1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	1.60419214E-1	1.7152E-1
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	1.61232746E-1	1.6297E-1
REACTOME_REGULATORY_RNA_PATHWAYS	1.62467801E-1	1.7426E-1
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.62490187E-1	1.538E-1
KEGG_RIBOSOME	1.63574497E-1	1.5575E-1
REACTOME_REGULATION_OF_IFNG_SIGNALING	1.6386682E-1	1.5933E-1
KEGG_RNA_POLYMERASE	1.64483922E-1	1.749E-1
BIOCARTA_FIBRINOLYSIS_PATHWAY	1.70425261E-1	1.3675E-1
REACTOME_CHROMOSOME_MAINTENANCE	1.72757456E-1	1.6644E-1
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.73238204E-1	1.7636E-1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.73733451E-1	1.7596E-1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	1.75369536E-1	1.8484E-1
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	1.76688587E-1	1.8529E-1
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	1.77232566E-1	1.8484E-1
REACTOME_DNA_REPLICATION	1.77529141E-1	1.7214E-1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.77595259E-1	1.6872E-1
REACTOME_PHOSPHOLIPID_METABOLISM	1.78511333E-1	1.7958E-1
BIOCARTA_FEEDER_PATHWAY	1.79734064E-1	1.8542E-1
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	1.80816699E-1	1.7866E-1
REACTOME_SIGNALING_BY_PDGF	1.82420917E-1	1.7363E-1
REACTOME_MUSCLE_CONTRACTION	1.82619012E-1	1.8969E-1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1.84389552E-1	1.8562E-1
REACTOME_MITOTIC_G2_G2_M_PHASES	1.85233372E-1	1.6534E-1
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	1.88447556E-1	1.9371E-1
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	1.92087667E-1	1.8655E-1
KEGG_SPHINGOLIPID_METABOLISM	1.9275296E-1	1.8864E-1
BIOCARTA_RAS_PATHWAY	1.93963942E-1	1.9237E-1
KEGG_GNRH_SIGNALING_PATHWAY	1.97555243E-1	2.023E-1
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	2.00448394E-1	2.0092E-1
KEGG_INSULIN_SIGNALING_PATHWAY	2.02749296E-1	2.14E-1
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	2.0344044E-1	2.0684E-1
KEGG_AXON_GUIDANCE	2.03652658E-1	2.138E-1
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	2.04891498E-1	2.1565E-1
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	2.06173564E-1	2.0882E-1
BIOCARTA_AKAP95_PATHWAY	2.07211026E-1	1.9245E-1
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	2.09408541E-1	2.1111E-1
REACTOME_NEURONAL_SYSTEM	2.09694112E-1	2.1184E-1
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	2.09773672E-1	2.1256E-1
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	2.12030501E-1	2.178E-1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	2.12292263E-1	2.0933E-1
KEGG_NOTCH_SIGNALING_PATHWAY	2.12737124E-1	2.0003E-1
BIOCARTA_SPPA_PATHWAY	2.12895169E-1	2.213E-1
REACTOME_HIV_LIFE_CYCLE	2.14134439E-1	2.2034E-1
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	2.15807807E-1	2.1457E-1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	2.17005168E-1	2.1265E-1
REACTOME_HS_GAG_DEGRADATION	2.18801415E-1	2.2662E-1
KEGG_PURINE_METABOLISM	2.1892657E-1	2.3336E-1
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	2.19669466E-1	2.0831E-1
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	2.20711055E-1	2.1958E-1
REACTOME_SEMAPHORIN_INTERACTIONS	2.21420864E-1	2.2835E-1
REACTOME_RNA_POL_I_TRANSCRIPTION	2.21483746E-1	2.1087E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	2.23156721E-1	2.0772E-1
BIOCARTA_CDMAC_PATHWAY	2.23259809E-1	2.2993E-1
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	2.25002935E-1	2.272E-1
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	2.26641369E-1	2.2489E-1
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	2.32357164E-1	2.4135E-1
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	2.32384104E-1	2.3885E-1
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	2.34279434E-1	2.4618E-1
KEGG_NITROGEN_METABOLISM	2.35383831E-1	2.1452E-1
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	2.36732686E-1	2.1531E-1
KEGG_SULFUR_METABOLISM	2.37117742E-1	2.2766E-1
REACTOME_IL_6_SIGNALING	2.37668967E-1	2.4028E-1
REACTOME_NCAM1_INTERACTIONS	2.38217701E-1	2.1397E-1
KEGG_FOCAL_ADHESION	2.39489966E-1	2.2649E-1
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	2.42413025E-1	2.4531E-1
KEGG_LINOLEIC_ACID_METABOLISM	2.42754133E-1	2.3941E-1
REACTOME_COMPLEMENT_CASCADE	2.43224739E-1	2.4592E-1
BIOCARTA_TH1TH2_PATHWAY	2.46161569E-1	2.5488E-1
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	2.4653908E-1	2.5487E-1
REACTOME_HIV_INFECTION	2.46855724E-1	2.4808E-1
BIOCARTA_P27_PATHWAY	2.47203245E-1	2.3455E-1
BIOCARTA_IL2_PATHWAY	2.47462683E-1	2.5559E-1
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	2.49108573E-1	2.5883E-1
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	2.50734964E-1	2.5783E-1
REACTOME_IL_RECEPTOR_SHC_SIGNALING	2.52427111E-1	2.635E-1
REACTOME_BIOLOGICAL_OXIDATIONS	2.52476079E-1	2.5088E-1
BIOCARTA_HIF_PATHWAY	2.53033157E-1	2.6032E-1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	2.54177234E-1	2.4252E-1
REACTOME_MEMBRANE_TRAFFICKING	2.5421778E-1	2.5452E-1
BIOCARTA_BCR_PATHWAY	2.5521607E-1	2.6623E-1
REACTOME_SMOOTH_MUSCLE_CONTRACTION	2.56024656E-1	2.6616E-1
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	2.58387048E-1	2.6394E-1
BIOCARTA_COMP_PATHWAY	2.60590507E-1	2.6322E-1
BIOCARTA_NUCLEARRS_PATHWAY	2.61114057E-1	2.4021E-1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2.62430459E-1	2.5428E-1
BIOCARTA_CLASSIC_PATHWAY	2.62591827E-1	2.6974E-1
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	2.6434539E-1	2.7012E-1
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	2.64672861E-1	2.6268E-1
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	2.6632001E-1	2.6499E-1
BIOCARTA_RAB_PATHWAY	2.67152688E-1	2.595E-1
REACTOME_SIGNALLING_BY_NGF	2.69354833E-1	2.6515E-1
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	2.69860707E-1	2.635E-1
BIOCARTA_IL17_PATHWAY	2.70119585E-1	2.5883E-1
BIOCARTA_RARRXR_PATHWAY	2.70597826E-1	2.7434E-1
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	2.72201974E-1	2.2888E-1
REACTOME_GAP_JUNCTION_ASSEMBLY	2.7273151E-1	2.6497E-1
BIOCARTA_MCM_PATHWAY	2.75799799E-1	2.853E-1
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	2.76189717E-1	2.8064E-1
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	2.76697736E-1	2.7767E-1
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	2.774653E-1	2.7909E-1
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	2.78342402E-1	2.4821E-1
BIOCARTA_PITX2_PATHWAY	2.78811396E-1	2.4489E-1
REACTOME_MRNA_CAPPING	2.78815396E-1	2.9237E-1
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2.79809192E-1	2.7585E-1
REACTOME_INSULIN_RECEPTOR_RECYCLING	2.79825783E-1	2.8865E-1
BIOCARTA_CCR3_PATHWAY	2.79852857E-1	2.8612E-1
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	2.80030504E-1	2.7679E-1
REACTOME_G1_PHASE	2.80448369E-1	2.7308E-1
REACTOME_MYOGENESIS	2.80620902E-1	2.708E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	2.81318695E-1	2.6638E-1
REACTOME_PEPTIDE_CHAIN_ELONGATION	2.81411698E-1	2.7564E-1
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2.8261467E-1	2.7946E-1
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	2.82614962E-1	2.7931E-1
REACTOME_SYNTHESIS_OF_PC	2.84362243E-1	2.8448E-1
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	2.87807182E-1	2.9372E-1
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	2.88393494E-1	3.0393E-1
REACTOME_METABOLISM_OF_PROTEINS	2.88531312E-1	2.8319E-1
KEGG_DILATED_CARDIOMYOPATHY	2.89148961E-1	2.8021E-1
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	2.90767991E-1	3.0114E-1
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	2.91120911E-1	2.8703E-1
REACTOME_MICRORNA_MIRNA_BIOGENESIS	2.91993039E-1	3.0622E-1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	2.93442981E-1	2.7715E-1
KEGG_ALZHEIMERS_DISEASE	2.95622755E-1	2.9554E-1
BIOCARTA_RNA_PATHWAY	2.95653014E-1	2.8898E-1
BIOCARTA_IGF1MTOR_PATHWAY	2.96076003E-1	2.9718E-1
REACTOME_INFLAMMASOMES	2.98148247E-1	3.1421E-1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	2.99630651E-1	2.9309E-1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	3.00184101E-1	2.9375E-1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	3.00669214E-1	2.823E-1
BIOCARTA_ERYTH_PATHWAY	3.01769647E-1	3.1006E-1
REACTOME_INTEGRATION_OF_PROVIRUS	3.01867729E-1	3.1011E-1
KEGG_VIBRIO_CHOLERAE_INFECTION	3.02686504E-1	3.1595E-1
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	3.0270884E-1	3.0096E-1
BIOCARTA_LEPTIN_PATHWAY	3.02990894E-1	3.0019E-1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	3.04270289E-1	3.0103E-1
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	3.05358213E-1	3.2104E-1
KEGG_RIBOFLAVIN_METABOLISM	3.06842146E-1	3.009E-1
REACTOME_THE_NLRP3_INFLAMMASOME	3.07846113E-1	3.1505E-1
REACTOME_NEPHRIN_INTERACTIONS	3.09479924E-1	3.0621E-1
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	3.09503076E-1	3.3731E-1
BIOCARTA_PGC1A_PATHWAY	3.09516888E-1	3.2099E-1
REACTOME_SYNTHESIS_OF_PE	3.11560871E-1	3.1608E-1
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	3.12853027E-1	3.1818E-1
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	3.14091443E-1	3.1653E-1
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	3.15457545E-1	3.157E-1
REACTOME_AXON_GUIDANCE	3.17928218E-1	3.0452E-1
BIOCARTA_LONGEVITY_PATHWAY	3.18967373E-1	3.0025E-1
BIOCARTA_SRCRPTP_PATHWAY	3.19362558E-1	3.2659E-1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	3.1953099E-1	3.3573E-1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	3.20589589E-1	2.9002E-1
KEGG_MELANOGENESIS	3.20823028E-1	3.2897E-1
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	3.22039367E-1	3.1958E-1
BIOCARTA_LECTIN_PATHWAY	3.23397248E-1	3.2477E-1
REACTOME_SIGNALING_BY_NOTCH	3.24447354E-1	3.1083E-1
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	3.25769481E-1	3.411E-1
BIOCARTA_CCR5_PATHWAY	3.2638065E-1	3.3377E-1
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	3.28978196E-1	3.2475E-1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	3.31218313E-1	3.3955E-1
KEGG_PROSTATE_CANCER	3.32398428E-1	3.2658E-1
BIOCARTA_BARR_MAPK_PATHWAY	3.3949023E-1	3.4253E-1
BIOCARTA_BARRESTIN_SRC_PATHWAY	3.3949023E-1	3.4253E-1
