chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	119957269	120311555	+	meta_3284_3283_3158	meta_HSD3B2_HSD3B1_HMGCS2	25	9.50465781E-1	DAVIES_SUCCESS
chr10	1064846	1102644	+	meta_91734_3422	meta_IDI2_IDI1	6	9.4639212E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	4934795	5260910	+	meta_1645_8644_1646_1109	meta_AKR1C1_AKR1C3_AKR1C2_AKR1C4	15	2.35245445E-1	DAVIES_SUCCESS
chr10	5680819	6622254	+	meta_79754_3559_5588	meta_ASB13_IL2RA_PRKCQ	18	1.57960152E-1	DAVIES_SUCCESS
chr10	5680819	6622254	+	meta_79754_5588	meta_ASB13_PRKCQ	12	1.38266108E-1	DAVIES_SUCCESS
chr10	5994333	6104333	+	meta_3601_3559	meta_IL15RA_IL2RA	9	3.47834449E-1	DAVIES_SUCCESS
chr10	32297937	33247293	+	meta_3799_3688	meta_KIF5B_ITGB1	10	4.30135599E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	33189245	33624006	+	meta_3688_8829	meta_ITGB1_NRP1	24	4.99105465E-1	DAVIES_SUCCESS
chr10	35297478	35930362	+	meta_8453_8325	meta_CUL2_FZD8	4	4.34242403E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	38065453	38412278	+	meta_57209_219749_7581_7587	meta_ZNF248_ZNF25_ZNF33A_ZNF37A	17	1.78138096E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	43069630	44113352	+	meta_7582_220992	meta_ZNF33B_ZNF485	4	4.13148746E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	50817140	50901939	+	meta_1103_6572	meta_CHAT_SLC18A3	4	4.48416912E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	51946999	52384923	+	meta_56624_259230	meta_ASAH2_SGMS1	23	1.96873992E-1	DAVIES_SUCCESS
chr10	52750910	54531460	+	meta_5592_4153	meta_PRKG1_MBL2	98	7.80606003E-2	DAVIES_SUCCESS
chr10	61786055	62554610	+	meta_288_983	meta_ANK3_CDK1	52	3.31222284E-1	DAVIES_SUCCESS
chr10	71163957	72043450	+	meta_6865_64106	meta_TACR2_NPFFR1	6	5.49022806E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	71331790	73062635	+	meta_50674_4838_219699	meta_NEUROG3_NODAL_UNC5B	5	3.41740489E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	71561643	72522195	+	meta_1305_140766	meta_COL13A1_ADAMTS14	12	4.79463953E-1	DAVIES_SUCCESS
chr10	72575703	73611082	+	meta_8879_5660	meta_SGPL1_PSAP	9	4.07623959E-1	DAVIES_SUCCESS
chr10	74694937	75634349	+	meta_84647_818	meta_PLA2G12B_CAMK2G	4	2.48783595E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	75504130	75910826	+	meta_9632_26985	meta_SEC24C_AP3M1	3	3.50417244E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	75670861	75879914	+	meta_5328_7414	meta_PLAU_VCL	2	2.65075992E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	89264222	89728532	+	meta_9562_5728	meta_MINPP1_PTEN	10	2.7938988E-1	DAVIES_SUCCESS
chr10	91061705	91166244	+	meta_3433_3437_3434	meta_IFIT2_IFIT3_IFIT1	8	1.97334969E-1	DAVIES_SUCCESS
chr10	94821020	94837641	+	meta_340665_1592	meta_CYP26C1_CYP26A1	2	3.09040073E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	96443250	96829254	+	meta_1562_1557_1559_1558	meta_CYP2C18_CYP2C19_CYP2C9_CYP2C8	15	6.03152306E-1	DAVIES_SUCCESS
chr10	97951454	98480279	+	meta_29760_118788	meta_BLNK_PIK3AP1	16	3.33281576E-1	DAVIES_SUCCESS
chr10	99079021	99094458	+	meta_10023_23401	meta_FRAT1_FRAT2	1	1.83136289E-1	NOT_RUN
chr10	99079021	99531756	+	meta_10023_23401_6425	meta_FRAT1_FRAT2_SFRP5	4	4.02542033E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	100216833	101190530	+	meta_60495_2805	meta_HPSE2_GOT1	45	4.29122418E-1	DAVIES_SUCCESS
chr10	101468504	102289636	+	meta_1355_4714	meta_COX15_NDUFB8	5	9.23951773E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	101948123	102243399	+	meta_1147_7479	meta_CHUK_WNT8B	7	9.23986783E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	102222811	103317078	+	meta_7479_8945	meta_WNT8B_BTRC	6	6.58621213E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	102222811	104393214	+	meta_7479_8945_51684	meta_WNT8B_BTRC_SUFU	12	9.34459984E-1	DAVIES_SUCCESS
chr10	103113789	104262512	+	meta_8945_10121	meta_BTRC_ACTR1A	7	7.76330622E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	106013951	106059176	+	meta_9446_119391	meta_GSTO1_GSTO2	6	2.32865476E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	113909621	114188138	+	meta_57678_51703	meta_GPAM_ACSL5	9	1.46080715E-1	DAVIES_SUCCESS
chr10	117816441	118886097	+	meta_2674_57698	meta_GFRA1_KIAA1598	27	2.05085554E-1	DAVIES_SUCCESS
chr10	118305427	118404654	+	meta_5406_5407_5408	meta_PNLIP_PNLIPRP1_PNLIPRP2	8	9.91780841E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	118305427	118404654	+	meta_5406_5408	meta_PNLIP_PNLIPRP2	8	9.91780841E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	118956999	119038941	+	meta_338567_6571	meta_KCNK18_SLC18A2	5	6.83023915E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr10	119000583	119806114	+	meta_6571_22841	meta_SLC18A2_RAB11FIP2	5	8.23767498E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	809935	842529	+	meta_6181_5441	meta_RPLP2_POLR2L	1	6.2107311E-4	NOT_RUN
chr11	3876932	4414926	+	meta_6786_6737	meta_STIM1_TRIM21	27	7.60589109E-1	DAVIES_SUCCESS
chr11	4388492	7847519	+	meta_143496_119774_390036_119772_143502_390037_390038_143503_81285_119695_119694_119692_401665_119687_81282_79324_401666_401667_119682_119679_119678_390054_23538_283111_79339_79345_282763_390058_390059_390061_390063_390064_390066_390067_340980_390077_390078_390079_390081_390083_338751_120793_120796_196335_120787_144125_8590_144124_341276_283297_120776_120775_120065_120066	meta_OR52B4_OR52K2_OR52K1_OR52M1_OR52I2_OR52I1_OR51D1_OR51E1_OR51E2_OR52R1_OR51F2_OR51S1_OR51T1_OR51A7_OR51G2_OR51G1_OR51A4_OR51A2_OR51L1_OR52J3_OR52E2_OR52A5_OR52A1_OR51V1_OR51B4_OR51B2_OR51B5_OR51B6_OR51M1_OR51Q1_OR51I1_OR51I2_OR52D1_OR52H1_OR52B6_OR52N2_OR52E6_OR52E8_OR52E4_OR56A3_OR52L1_OR56A4_OR56A1_OR56B4_OR52W1_OR2AG1_OR6A2_OR10A5_OR10A2_OR10A4_OR2D2_OR2D3_OR5P2_OR5P3	142	8.7227656E-1	DAVIES_SUCCESS
chr11	4388492	7847519	+	meta_143496_119774_390036_119772_143502_390037_390038_143503_81285_119695_119694_119692_401665_119687_81282_79324_401666_401667_119682_119679_119678_390054_23538_283111_79339_79345_282763_390058_390059_390061_390063_390064_390066_390067_340980_390077_390078_390079_390081_390083_338751_120793_120796_196335_120787_887_144125_8590_144124_341276_283297_120776_120775_120065_120066	meta_OR52B4_OR52K2_OR52K1_OR52M1_OR52I2_OR52I1_OR51D1_OR51E1_OR51E2_OR52R1_OR51F2_OR51S1_OR51T1_OR51A7_OR51G2_OR51G1_OR51A4_OR51A2_OR51L1_OR52J3_OR52E2_OR52A5_OR52A1_OR51V1_OR51B4_OR51B2_OR51B5_OR51B6_OR51M1_OR51Q1_OR51I1_OR51I2_OR52D1_OR52H1_OR52B6_OR52N2_OR52E6_OR52E8_OR52E4_OR56A3_OR52L1_OR56A4_OR56A1_OR56B4_OR52W1_CCKBR_OR2AG1_OR6A2_OR10A5_OR10A2_OR10A4_OR2D2_OR2D3_OR5P2_OR5P3	151	8.24856073E-1	DAVIES_SUCCESS
chr11	4388492	7847519	+	meta_143496_119774_390036_119772_143502_390037_390038_143503_81285_256892_119695_119694_119692_401665_119687_81282_79324_401666_401667_119682_119679_119678_390054_23538_283111_79339_79345_282763_390058_390059_390061_390063_390064_390066_390067_340980_390077_390078_390079_390081_390083_390084_338751_120793_120796_196335_255725_120787_1262_338755_144125_8590_144124_341276_283297_120776_120775_120065_120066	meta_OR52B4_OR52K2_OR52K1_OR52M1_OR52I2_OR52I1_OR51D1_OR51E1_OR51E2_OR51F1_OR52R1_OR51F2_OR51S1_OR51T1_OR51A7_OR51G2_OR51G1_OR51A4_OR51A2_OR51L1_OR52J3_OR52E2_OR52A5_OR52A1_OR51V1_OR51B4_OR51B2_OR51B5_OR51B6_OR51M1_OR51Q1_OR51I1_OR51I2_OR52D1_OR52H1_OR52B6_OR52N2_OR52E6_OR52E8_OR52E4_OR56A3_OR56A5_OR52L1_OR56A4_OR56A1_OR56B4_OR52B2_OR52W1_CNGA4_OR2AG2_OR2AG1_OR6A2_OR10A5_OR10A2_OR10A4_OR2D2_OR2D3_OR5P2_OR5P3	144	8.64138405E-1	DAVIES_SUCCESS
chr11	5246695	5667011	+	meta_3043_3045_3048_3046	meta_HBB_HBD_HBG2_HBE1	42	8.05864417E-1	DAVIES_SUCCESS
chr11	6411643	6640692	+	meta_6609_1200	meta_SMPD1_TPP1	5	3.3099099E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	6947653	7041586	+	meta_7762_7761	meta_ZNF215_ZNF214	11	2.51894457E-1	DAVIES_SUCCESS
chr11	9595227	10715535	+	meta_7465_10335	meta_WEE1_MRVI1	12	3.70796268E-2	DAVIES_SUCCESS
chr11	12695968	13408812	+	meta_7003_406	meta_TEAD1_ARNTL	23	5.68428205E-1	DAVIES_SUCCESS
chr11	12695968	13753893	+	meta_7003_406_84188	meta_TEAD1_ARNTL_FAR1	31	4.60872651E-1	DAVIES_SUCCESS
chr11	14665268	15103888	+	meta_5140_796_797	meta_PDE3B_CALCA_CALCB	18	6.6712543E-1	DAVIES_SUCCESS
chr11	14988214	15103888	+	meta_796_797	meta_CALCA_CALCB	11	7.51816762E-1	DAVIES_SUCCESS
chr11	17406795	17498449	+	meta_3767_6833	meta_KCNJ11_ABCC8	6	2.98891882E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	17406795	17804602	+	meta_3767_6833_3746	meta_KCNJ11_ABCC8_KCNC1	8	4.65378668E-1	DAVIES_SUCCESS
chr11	18343815	18548503	+	meta_2965_7251	meta_GTF2H1_TSG101	7	5.72170136E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	18415935	18472793	+	meta_3939_3948	meta_LDHA_LDHC	3	3.43699273E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	18415935	18501147	+	meta_3939_3948_160287	meta_LDHA_LDHC_LDHAL6A	6	5.21394254E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	34460471	35441610	+	meta_847_6506	meta_CAT_SLC1A2	31	5.18279151E-2	DAVIES_SUCCESS
chr11	36537013	36619829	+	meta_5896_5897	meta_RAG1_RAG2	7	7.0975055E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	48238361	48347482	+	meta_119765_119764_390113_256148_256144	meta_OR4B1_OR4X2_OR4X1_OR4S1_OR4C3	2	5.45010561E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	48238361	48373999	+	meta_119765_119764_390113_256148_256144_403257	meta_OR4B1_OR4X2_OR4X1_OR4S1_OR4C3_OR4C45	3	6.85132476E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	49973942	50004071	+	meta_283092_283093	meta_OR4C13_OR4C12	4	5.18188559E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	51411377	51516211	+	meta_81318_119749	meta_OR4A5_OR4C46	5	3.82021133E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	55110676	56757318	+	meta_81327_81328_81309_219428_219429_81300_219431_219432_390142_10798_282770_338674_219447_120586_390151_390152_81168_219453_282775_219464_390154_390155_219469_219473_390157_219477_504189_219479_390162_219482_219484_219487_390167_390168_338675_219493_283189_390181	meta_OR4A16_OR4A15_OR4C15_OR4C16_OR4C11_OR4P4_OR4S2_OR4C6_OR5D13_OR5I1_OR10AG1_OR5F1_OR5AS1_OR8I2_OR8H2_OR8H3_OR8J3_OR8K5_OR5J2_OR5T2_OR5T3_OR5T1_OR8H1_OR8K3_OR8K1_OR8J1_OR8U8_OR5R1_OR5M9_OR5M3_OR5M8_OR5M11_OR5M10_OR5M1_OR5AP2_OR5AR1_OR9G4_OR5AK2	57	4.69610151E-1	DAVIES_SUCCESS
chr11	55110676	56757318	+	meta_81327_81328_81309_219428_219429_81300_219431_219432_390142_390148_10798_282770_338674_219447_120586_390151_390152_81168_219453_282775_219464_390154_390155_219469_219473_390157_219477_504189_219479_390162_219482_219484_338675_219493_504191_283189_390181	meta_OR4A16_OR4A15_OR4C15_OR4C16_OR4C11_OR4P4_OR4S2_OR4C6_OR5D13_OR5W2_OR5I1_OR10AG1_OR5F1_OR5AS1_OR8I2_OR8H2_OR8H3_OR8J3_OR8K5_OR5J2_OR5T2_OR5T3_OR5T1_OR8H1_OR8K3_OR8K1_OR8J1_OR8U8_OR5R1_OR5M9_OR5M3_OR5M8_OR5AP2_OR5AR1_OR9G9_OR9G4_OR5AK2	57	4.69610151E-1	DAVIES_SUCCESS
chr11	55110676	59132867	+	meta_81327_81328_81309_219428_219429_81300_219431_219432_390142_390148_10798_282770_338674_219447_120586_390151_390152_81168_219453_282775_219464_390154_390155_219469_219473_390157_219477_504189_219479_390162_219482_219484_338675_219493_504191_283189_390181_187_219956_219954_219957_219958_219959_219960_81341_219965_441608_390190_390191_390195	meta_OR4A16_OR4A15_OR4C15_OR4C16_OR4C11_OR4P4_OR4S2_OR4C6_OR5D13_OR5W2_OR5I1_OR10AG1_OR5F1_OR5AS1_OR8I2_OR8H2_OR8H3_OR8J3_OR8K5_OR5J2_OR5T2_OR5T3_OR5T1_OR8H1_OR8K3_OR8K1_OR8J1_OR8U8_OR5R1_OR5M9_OR5M3_OR5M8_OR5AP2_OR5AR1_OR9G9_OR9G4_OR5AK2_APLNR_OR9Q1_OR9I1_OR9Q2_OR1S2_OR1S1_OR10Q1_OR10W1_OR5B17_OR5B3_OR5B2_OR5B12_OR5AN1	84	5.32935008E-1	DAVIES_SUCCESS
chr11	57791352	59132867	+	meta_219956_219954_219957_219958_219959_219960_219965_441608_390191_219968_390195	meta_OR9Q1_OR9I1_OR9Q2_OR1S2_OR1S1_OR10Q1_OR5B17_OR5B3_OR5B12_OR5B21_OR5AN1	20	5.72025356E-1	DAVIES_SUCCESS
chr11	57791352	59132867	+	meta_219956_219954_219957_219958_219959_219960_81341_219965_441608_390190_390191_390195	meta_OR9Q1_OR9I1_OR9Q2_OR1S2_OR1S1_OR10Q1_OR10W1_OR5B17_OR5B3_OR5B2_OR5B12_OR5AN1	19	5.94403343E-1	DAVIES_SUCCESS
chr11	60223281	60895323	+	meta_931_921	meta_MS4A1_CD5	9	4.21094052E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	60618397	61514474	+	meta_11251_747	meta_PTGDR2_DAGLA	4	2.22634859E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	60897727	61564714	+	meta_55048_2237	meta_VPS37C_FEN1	6	6.9018487E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	60897727	61735132	+	meta_55048_2495	meta_VPS37C_FTH1	5	3.69941957E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	61560108	61920635	+	meta_2237_3619	meta_FEN1_INCENP	7	5.07295183E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	61567096	61634825	+	meta_3992_9415	meta_FADS1_FADS2	5	3.82537069E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	62744068	62783317	+	meta_9356_9376	meta_SLC22A6_SLC22A8	3	3.2527705E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64323097	64369825	+	meta_55867_116085	meta_SLC22A11_SLC22A12	1	9.27489065E-1	NOT_RUN
chr11	64494382	64701950	+	meta_10235_5526	meta_RASGRP2_PPP2R5B	5	5.33916475E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64494382	65418391	+	meta_10235_6494	meta_RASGRP2_SIPA1	7	9.11204484E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64494382	65430443	+	meta_10235_5871_4296_5970	meta_RASGRP2_MAP4K2_MAP3K11_RELA	7	9.11204484E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64494382	65430443	+	meta_10235_5970	meta_RASGRP2_RELA	7	9.11204484E-3	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64494382	66035332	+	meta_10235_5526_6494_5970_64837	meta_RASGRP2_PPP2R5B_SIPA1_RELA_KLC2	12	2.37467791E-2	DAVIES_SUCCESS
chr11	64494382	66244808	+	meta_10235_5526_6494_5970_64837_246330	meta_RASGRP2_PPP2R5B_SIPA1_RELA_KLC2_PELI3	13	1.99783805E-2	DAVIES_SUCCESS
chr11	64556608	65430443	+	meta_5871_4296_5970	meta_MAP4K2_MAP3K11_RELA	6	1.68910906E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64556608	65430443	+	meta_5871_5970	meta_MAP4K2_RELA	6	1.68910906E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64692142	64902003	+	meta_5526_84447	meta_PPP2R5B_SYVN1	2	2.7307066E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64692142	65065088	+	meta_5526_23649	meta_PPP2R5B_POLA2	3	5.16121543E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	64692142	65667997	+	meta_5526_8061	meta_PPP2R5B_FOSL1	2	6.92619821E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr11	65029431	65488409	+	meta_23649_84153	meta_POLA2_RNASEH2C	5	5.95976443E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
