Name	chi2Pvalue	empPvalue
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	1.7134334E-2	1.754E-2
REACTOME_ION_CHANNEL_TRANSPORT	1.78609005E-2	1.719E-2
KEGG_BUTANOATE_METABOLISM	1.81058804E-2	1.802E-2
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	2.39546021E-2	2.345E-2
REACTOME_NEURONAL_SYSTEM	2.42560938E-2	2.519E-2
BIOCARTA_BIOPEPTIDES_PATHWAY	2.44048891E-2	1.954E-2
BIOCARTA_DC_PATHWAY	2.61037098E-2	2.437E-2
BIOCARTA_DNAFRAGMENT_PATHWAY	2.66345564E-2	2.535E-2
REACTOME_PI_METABOLISM	2.71469753E-2	2.765E-2
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	3.01340747E-2	3.443E-2
BIOCARTA_RAC1_PATHWAY	3.10516053E-2	2.345E-2
KEGG_ASTHMA	3.1683832E-2	2.994E-2
BIOCARTA_GCR_PATHWAY	3.2143211E-2	2.879E-2
REACTOME_PHOSPHOLIPID_METABOLISM	3.24684905E-2	3.077E-2
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	3.55181889E-2	3.358E-2
KEGG_TYPE_I_DIABETES_MELLITUS	3.55704426E-2	3.276E-2
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	3.64150691E-2	3.648E-2
KEGG_GRAFT_VERSUS_HOST_DISEASE	3.78161126E-2	3.3E-2
BIOCARTA_BLYMPHOCYTE_PATHWAY	3.79994665E-2	3.853E-2
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	3.8397922E-2	3.656E-2
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	3.95359478E-2	3.738E-2
REACTOME_IRON_UPTAKE_AND_TRANSPORT	4.00696803E-2	4.398E-2
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	4.22821671E-2	4.07E-2
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	4.31065249E-2	4.105E-2
BIOCARTA_LONGEVITY_PATHWAY	4.37045702E-2	4.351E-2
BIOCARTA_ASBCELL_PATHWAY	4.43747103E-2	4.333E-2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	4.46071692E-2	4.48E-2
BIOCARTA_BARR_MAPK_PATHWAY	4.54757657E-2	4.689E-2
BIOCARTA_BARRESTIN_SRC_PATHWAY	4.54757657E-2	4.606E-2
REACTOME_SMOOTH_MUSCLE_CONTRACTION	4.55213514E-2	4.537E-2
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	4.5799299E-2	4.544E-2
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	4.73422989E-2	4.943E-2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	4.83640638E-2	4.876E-2
KEGG_CELL_ADHESION_MOLECULES_CAMS	4.85618004E-2	4.778E-2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	4.893136E-2	4.836E-2
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	5.14566839E-2	5.001E-2
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	5.42698799E-2	5.426E-2
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	5.47827711E-2	5.382E-2
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	5.51125724E-2	5.183E-2
KEGG_ABC_TRANSPORTERS	5.66528856E-2	6.021E-2
KEGG_CALCIUM_SIGNALING_PATHWAY	5.75904763E-2	4.931E-2
REACTOME_PD1_SIGNALING	5.82168581E-2	5.758E-2
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	6.00286309E-2	5.7E-2
BIOCARTA_CDK5_PATHWAY	6.05646231E-2	5.79E-2
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	6.18079182E-2	5.609E-2
REACTOME_BOTULINUM_NEUROTOXICITY	6.37809915E-2	6.36E-2
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	6.42870008E-2	6.3E-2
REACTOME_APOPTOSIS	6.60967297E-2	6.933E-2
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	6.73740003E-2	6.374E-2
REACTOME_GABA_RECEPTOR_ACTIVATION	6.94072381E-2	7.32E-2
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	7.20612099E-2	7.1E-2
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	7.237862E-2	7.038E-2
BIOCARTA_EPONFKB_PATHWAY	7.44863364E-2	7.005E-2
REACTOME_CGMP_EFFECTS	7.64587036E-2	7.286E-2
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	7.72937593E-2	7.882E-2
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	7.80105722E-2	7.356E-2
BIOCARTA_NO1_PATHWAY	7.97125244E-2	8.035E-2
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	7.99504488E-2	8.027E-2
REACTOME_SIGNALING_BY_NOTCH2	8.03802742E-2	8.073E-2
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	8.05943295E-2	7.644E-2
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	8.06180798E-2	7.921E-2
KEGG_TYPE_II_DIABETES_MELLITUS	8.14352132E-2	8.21E-2
KEGG_BETA_ALANINE_METABOLISM	8.27469882E-2	8.681E-2
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	8.38619288E-2	8.967E-2
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	8.49395553E-2	7.995E-2
REACTOME_ENOS_ACTIVATION_AND_REGULATION	8.54490825E-2	8.524E-2
BIOCARTA_MYOSIN_PATHWAY	8.61920148E-2	6.849E-2
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	8.67464746E-2	8.69E-2
REACTOME_METABOLISM_OF_POLYAMINES	8.75220369E-2	8.119E-2
BIOCARTA_ECM_PATHWAY	8.90860546E-2	7.301E-2
KEGG_CARDIAC_MUSCLE_CONTRACTION	8.9129133E-2	9.48E-2
REACTOME_SEMAPHORIN_INTERACTIONS	8.95318023E-2	8.936E-2
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	9.22417453E-2	8.815E-2
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	9.28267457E-2	8.865E-2
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	9.38565759E-2	9.565E-2
BIOCARTA_AHSP_PATHWAY	9.52693271E-2	8.926E-2
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	9.69150014E-2	9.187E-2
BIOCARTA_AKAPCENTROSOME_PATHWAY	9.71177273E-2	9.36E-2
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	9.90365948E-2	1.1152E-1
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	1.01477083E-1	9.542E-2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.02422478E-1	9.762E-2
REACTOME_HS_GAG_BIOSYNTHESIS	1.04389949E-1	9.585E-2
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.06390021E-1	1.0841E-1
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	1.08034388E-1	1.1138E-1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.0909945E-1	9.927E-2
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	1.10254137E-1	1.1134E-1
KEGG_TASTE_TRANSDUCTION	1.11044729E-1	1.1486E-1
KEGG_HUNTINGTONS_DISEASE	1.15098678E-1	1.2284E-1
BIOCARTA_BARRESTIN_PATHWAY	1.16313853E-1	1.2182E-1
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1.16736677E-1	1.1681E-1
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	1.18721609E-1	1.1106E-1
REACTOME_ENDOGENOUS_STEROLS	1.20376175E-1	1.1905E-1
REACTOME_SIGNALING_BY_NOTCH	1.25263597E-1	1.2826E-1
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.25605928E-1	1.2041E-1
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.26562824E-1	1.2635E-1
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	1.27583418E-1	1.2921E-1
REACTOME_STEROID_HORMONES	1.28359904E-1	1.2599E-1
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1.28616514E-1	1.2636E-1
REACTOME_HS_GAG_DEGRADATION	1.30475817E-1	1.322E-1
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	1.31136419E-1	1.2639E-1
BIOCARTA_BCELLSURVIVAL_PATHWAY	1.31171345E-1	1.2882E-1
REACTOME_SYNTHESIS_OF_PA	1.31802564E-1	1.3255E-1
BIOCARTA_ETS_PATHWAY	1.34170636E-1	1.4209E-1
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	1.39273282E-1	1.4301E-1
BIOCARTA_CYTOKINE_PATHWAY	1.39619716E-1	1.3775E-1
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	1.4729772E-1	1.4329E-1
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1.49396784E-1	1.5098E-1
REACTOME_TRYPTOPHAN_CATABOLISM	1.4952023E-1	1.4731E-1
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	1.51041821E-1	1.586E-1
BIOCARTA_NDKDYNAMIN_PATHWAY	1.51076342E-1	1.5744E-1
REACTOME_PLATELET_HOMEOSTASIS	1.51700168E-1	1.4757E-1
BIOCARTA_CTLA4_PATHWAY	1.53922709E-1	1.5067E-1
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	1.54708949E-1	1.4692E-1
BIOCARTA_AKT_PATHWAY	1.56107235E-1	1.6087E-1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1.56205338E-1	1.5248E-1
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	1.56838537E-1	1.5573E-1
BIOCARTA_MCALPAIN_PATHWAY	1.56957986E-1	1.3108E-1
BIOCARTA_ARF_PATHWAY	1.57263443E-1	1.5617E-1
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	1.59655961E-1	1.5284E-1
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1.62820106E-1	1.8256E-1
BIOCARTA_ERYTH_PATHWAY	1.63719973E-1	1.6025E-1
BIOCARTA_CACAM_PATHWAY	1.65592363E-1	1.623E-1
KEGG_SELENOAMINO_ACID_METABOLISM	1.66700779E-1	1.5331E-1
BIOCARTA_PTC1_PATHWAY	1.66950786E-1	1.6299E-1
BIOCARTA_AGPCR_PATHWAY	1.67204944E-1	1.6572E-1
REACTOME_AMINE_DERIVED_HORMONES	1.69159472E-1	1.7261E-1
BIOCARTA_SKP2E2F_PATHWAY	1.70499076E-1	1.7276E-1
BIOCARTA_FMLP_PATHWAY	1.71715525E-1	1.7521E-1
KEGG_ALZHEIMERS_DISEASE	1.72076449E-1	1.8073E-1
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	1.73234054E-1	1.6402E-1
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	1.75706153E-1	1.7954E-1
REACTOME_PYRUVATE_METABOLISM	1.76058075E-1	1.7255E-1
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1.7616077E-1	1.7881E-1
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	1.77151142E-1	1.7022E-1
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	1.77993673E-1	1.7732E-1
BIOCARTA_RANMS_PATHWAY	1.78672127E-1	1.814E-1
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	1.79548549E-1	1.7496E-1
REACTOME_SIGNALING_BY_NOTCH4	1.80074262E-1	1.8885E-1
REACTOME_SIGNALING_BY_NOTCH3	1.80074262E-1	1.8726E-1
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	1.81583065E-1	1.9329E-1
KEGG_ECM_RECEPTOR_INTERACTION	1.81933733E-1	1.8419E-1
REACTOME_APOPTOTIC_EXECUTION_PHASE	1.83511035E-1	1.9869E-1
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	1.85109276E-1	1.7935E-1
BIOCARTA_PITX2_PATHWAY	1.88238119E-1	2.1216E-1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	1.89179835E-1	1.9009E-1
REACTOME_ELONGATION_ARREST_AND_RECOVERY	1.89277601E-1	1.8303E-1
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	1.90992754E-1	1.8595E-1
REACTOME_POTASSIUM_CHANNELS	1.91191895E-1	1.9034E-1
REACTOME_FANCONI_ANEMIA_PATHWAY	1.92308364E-1	1.7702E-1
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	1.94953248E-1	1.9323E-1
BIOCARTA_G1_PATHWAY	1.95235882E-1	1.9584E-1
KEGG_PROTEASOME	1.96059416E-1	1.9451E-1
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1.96566894E-1	1.9644E-1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1.96789267E-1	1.8594E-1
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	1.96972744E-1	1.9623E-1
BIOCARTA_RHO_PATHWAY	1.99752207E-1	1.6953E-1
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	1.99903961E-1	1.8582E-1
KEGG_BASAL_CELL_CARCINOMA	2.00625631E-1	2.0173E-1
BIOCARTA_CARM_ER_PATHWAY	2.00789845E-1	1.8974E-1
REACTOME_SIGNALING_BY_NODAL	2.00828883E-1	2.0385E-1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	2.02022143E-1	2.0218E-1
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	2.026936E-1	1.9816E-1
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	2.03896931E-1	2.0934E-1
REACTOME_SIGNALING_BY_NOTCH1	2.0507305E-1	2.0575E-1
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	2.06016248E-1	2.0566E-1
BIOCARTA_G2_PATHWAY	2.06711254E-1	1.9192E-1
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	2.08262713E-1	2.0838E-1
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	2.10625626E-1	2.0544E-1
KEGG_RIBOFLAVIN_METABOLISM	2.11053698E-1	2.0601E-1
BIOCARTA_TOB1_PATHWAY	2.12174482E-1	2.1182E-1
REACTOME_REGULATION_OF_APOPTOSIS	2.14092181E-1	2.1442E-1
KEGG_MELANOMA	2.14582744E-1	2.2375E-1
KEGG_HOMOLOGOUS_RECOMBINATION	2.14732996E-1	2.0403E-1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.15795501E-1	2.118E-1
REACTOME_P75NTR_SIGNALS_VIA_NFKB	2.15819701E-1	2.0518E-1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	2.16122617E-1	2.1098E-1
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	2.16390225E-1	2.1002E-1
REACTOME_COLLAGEN_FORMATION	2.16814565E-1	1.9953E-1
REACTOME_RNA_POL_III_CHAIN_ELONGATION	2.17002884E-1	2.1764E-1
REACTOME_GLUCOSE_TRANSPORT	2.19255381E-1	2.3518E-1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	2.19680215E-1	2.2219E-1
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	2.20025814E-1	2.1174E-1
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	2.22254343E-1	2.1954E-1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	2.2328176E-1	2.1982E-1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	2.23393449E-1	2.1436E-1
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	2.25098694E-1	2.1969E-1
KEGG_STEROID_HORMONE_BIOSYNTHESIS	2.25304025E-1	2.2891E-1
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	2.28423246E-1	2.2288E-1
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	2.30216477E-1	2.3542E-1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	2.30587184E-1	2.508E-1
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	2.33311006E-1	2.3099E-1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	2.33518073E-1	2.3E-1
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	2.34748033E-1	2.2743E-1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2.37049057E-1	2.1377E-1
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	2.38081155E-1	2.3685E-1
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	2.40820472E-1	2.2578E-1
BIOCARTA_IL5_PATHWAY	2.4089905E-1	2.4672E-1
KEGG_REGULATION_OF_AUTOPHAGY	2.4109208E-1	2.3406E-1
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	2.43227321E-1	2.366E-1
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	2.44647149E-1	2.4999E-1
REACTOME_UNFOLDED_PROTEIN_RESPONSE	2.44838742E-1	2.4606E-1
BIOCARTA_PTDINS_PATHWAY	2.46484957E-1	2.5929E-1
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	2.48808081E-1	2.582E-1
BIOCARTA_HCMV_PATHWAY	2.49692601E-1	2.5311E-1
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	2.50241405E-1	2.4605E-1
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	2.50727588E-1	2.5651E-1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.52057458E-1	2.3165E-1
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	2.53258282E-1	2.5487E-1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	2.54529493E-1	2.5023E-1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	2.54584938E-1	2.5214E-1
REACTOME_TOLL_RECEPTOR_CASCADES	2.54622315E-1	2.4522E-1
KEGG_PEROXISOME	2.55456178E-1	2.5347E-1
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	2.56118855E-1	2.6383E-1
KEGG_PROSTATE_CANCER	2.56484918E-1	2.7562E-1
BIOCARTA_CASPASE_PATHWAY	2.56762426E-1	2.6733E-1
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	2.57146052E-1	2.5401E-1
BIOCARTA_TGFB_PATHWAY	2.57506187E-1	2.6381E-1
REACTOME_SIGNALING_BY_ERBB4	2.59628636E-1	2.6224E-1
BIOCARTA_PROTEASOME_PATHWAY	2.60434032E-1	2.6285E-1
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	2.61744854E-1	2.5496E-1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	2.62587439E-1	2.6423E-1
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	2.62611563E-1	2.737E-1
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	2.63176695E-1	2.6258E-1
REACTOME_TIGHT_JUNCTION_INTERACTIONS	2.63932367E-1	2.775E-1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	2.64064229E-1	2.6191E-1
REACTOME_RAF_MAP_KINASE_CASCADE	2.64262749E-1	2.6899E-1
BIOCARTA_MPR_PATHWAY	2.65208011E-1	2.6059E-1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	2.6607638E-1	2.6352E-1
BIOCARTA_ERK_PATHWAY	2.66138454E-1	2.7138E-1
KEGG_PROPANOATE_METABOLISM	2.68182632E-1	2.7281E-1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	2.68914512E-1	2.5726E-1
BIOCARTA_STEM_PATHWAY	2.69673409E-1	2.7281E-1
BIOCARTA_P27_PATHWAY	2.71667654E-1	2.8522E-1
BIOCARTA_MITOCHONDRIA_PATHWAY	2.73015713E-1	2.7423E-1
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	2.76819619E-1	2.7826E-1
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	2.77020948E-1	2.7258E-1
BIOCARTA_P53_PATHWAY	2.78087823E-1	2.8606E-1
KEGG_CHRONIC_MYELOID_LEUKEMIA	2.7919722E-1	2.8919E-1
REACTOME_BETA_DEFENSINS	2.7943866E-1	2.7061E-1
BIOCARTA_ERK5_PATHWAY	2.79493737E-1	2.7089E-1
BIOCARTA_MONOCYTE_PATHWAY	2.79823265E-1	2.6869E-1
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	2.79834904E-1	2.7199E-1
KEGG_GLIOMA	2.80008702E-1	2.8515E-1
KEGG_N_GLYCAN_BIOSYNTHESIS	2.80087449E-1	2.6464E-1
REACTOME_PI_3K_CASCADE	2.80528217E-1	2.8017E-1
BIOCARTA_MEF2D_PATHWAY	2.80851646E-1	2.9101E-1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	2.82103035E-1	2.9077E-1
REACTOME_FRS2_MEDIATED_CASCADE	2.82469928E-1	2.8129E-1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	2.84478191E-1	2.7886E-1
REACTOME_GABA_B_RECEPTOR_ACTIVATION	2.87500693E-1	2.8679E-1
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	2.88128299E-1	2.9664E-1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.91513172E-1	2.9692E-1
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	2.92892529E-1	2.832E-1
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	2.930822E-1	2.93E-1
REACTOME_METABOLISM_OF_PORPHYRINS	2.94151893E-1	2.8916E-1
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	2.94899662E-1	2.8948E-1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	2.9517329E-1	2.9195E-1
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	2.95219296E-1	2.8762E-1
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	2.95709233E-1	2.9506E-1
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	2.96348588E-1	2.9737E-1
REACTOME_IL_7_SIGNALING	2.97632904E-1	2.9904E-1
BIOCARTA_LECTIN_PATHWAY	2.98194207E-1	3.0199E-1
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	2.98262E-1	2.9903E-1
BIOCARTA_PLATELETAPP_PATHWAY	2.99055603E-1	2.9295E-1
BIOCARTA_GSK3_PATHWAY	2.99822885E-1	3.1495E-1
REACTOME_NCAM1_INTERACTIONS	3.008356E-1	2.8831E-1
