Name	chi2Pvalue	empPvalue
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1.21731211E-1	1.1726E-1
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	1.23501043E-1	1.3508E-1
REACTOME_METABOLISM_OF_MRNA	1.24894036E-1	1.1202E-1
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	1.24929798E-1	1.1454E-1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.25224557E-1	1.1452E-1
KEGG_HISTIDINE_METABOLISM	1.25435134E-1	1.3387E-1
BIOCARTA_MAL_PATHWAY	1.25795203E-1	1.1558E-1
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	1.27159922E-1	1.1425E-1
BIOCARTA_IL2_PATHWAY	1.27875904E-1	1.2083E-1
REACTOME_UNFOLDED_PROTEIN_RESPONSE	1.29977818E-1	1.1994E-1
REACTOME_NEPHRIN_INTERACTIONS	1.312258E-1	1.2111E-1
REACTOME_HYALURONAN_METABOLISM	1.31791474E-1	1.5053E-1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.32690794E-1	1.1962E-1
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	1.33054889E-1	1.2529E-1
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	1.34434421E-1	1.3162E-1
REACTOME_APOPTOTIC_EXECUTION_PHASE	1.34530581E-1	1.2287E-1
BIOCARTA_RANMS_PATHWAY	1.35081955E-1	1.2912E-1
REACTOME_APOPTOSIS	1.39542535E-1	1.2581E-1
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	1.3959442E-1	1.3325E-1
BIOCARTA_SPRY_PATHWAY	1.39975681E-1	1.367E-1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.43524067E-1	1.4219E-1
REACTOME_FRS2_MEDIATED_CASCADE	1.44469563E-1	1.3434E-1
BIOCARTA_MET_PATHWAY	1.4488007E-1	1.3507E-1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	1.48611562E-1	1.459E-1
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.4883363E-1	1.5361E-1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1.49550399E-1	1.4485E-1
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	1.49768031E-1	1.7078E-1
REACTOME_METABOLISM_OF_NUCLEOTIDES	1.50873081E-1	1.5482E-1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	1.51793553E-1	1.6896E-1
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	1.52543914E-1	1.4645E-1
REACTOME_INFLAMMASOMES	1.52842521E-1	1.5093E-1
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	1.53548573E-1	1.5892E-1
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	1.55370567E-1	1.5017E-1
REACTOME_AXON_GUIDANCE	1.55433989E-1	1.5222E-1
REACTOME_CGMP_EFFECTS	1.55452816E-1	1.5586E-1
REACTOME_SIGNALING_BY_ILS	1.56365267E-1	1.6167E-1
BIOCARTA_TFF_PATHWAY	1.56715791E-1	1.5265E-1
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	1.57290782E-1	1.5549E-1
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.58179018E-1	1.5078E-1
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1.5838447E-1	1.7167E-1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	1.59411956E-1	1.4926E-1
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	1.60860977E-1	1.6047E-1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1.61533381E-1	1.5032E-1
KEGG_VEGF_SIGNALING_PATHWAY	1.6160543E-1	1.5016E-1
REACTOME_SHC_MEDIATED_CASCADE	1.62551569E-1	1.5817E-1
KEGG_HUNTINGTONS_DISEASE	1.62746458E-1	1.6229E-1
BIOCARTA_CBL_PATHWAY	1.63072169E-1	1.6054E-1
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.63596702E-1	1.6159E-1
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.6399396E-1	2.013E-1
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	1.64110717E-1	1.7278E-1
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	1.64768131E-1	1.5817E-1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1.64791226E-1	1.4722E-1
BIOCARTA_AHSP_PATHWAY	1.68085075E-1	1.6268E-1
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	1.68776866E-1	1.6957E-1
BIOCARTA_CELL2CELL_PATHWAY	1.68861981E-1	1.7187E-1
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	1.6914025E-1	1.601E-1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	1.71694663E-1	1.5762E-1
REACTOME_PEPTIDE_CHAIN_ELONGATION	1.72740531E-1	1.6395E-1
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	1.73240719E-1	1.6561E-1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	1.73895935E-1	1.7167E-1
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	1.75557778E-1	2.0203E-1
BIOCARTA_TPO_PATHWAY	1.77330518E-1	1.7417E-1
BIOCARTA_HIVNEF_PATHWAY	1.77690014E-1	1.6185E-1
REACTOME_BOTULINUM_NEUROTOXICITY	1.78169998E-1	1.6569E-1
KEGG_ABC_TRANSPORTERS	1.78960306E-1	1.715E-1
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	1.79223654E-1	1.6951E-1
BIOCARTA_TCRA_PATHWAY	1.801267E-1	1.8081E-1
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	1.83059352E-1	1.8127E-1
BIOCARTA_HSP27_PATHWAY	1.8397791E-1	1.8623E-1
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	1.84506936E-1	1.8732E-1
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	1.85324426E-1	1.8177E-1
KEGG_PURINE_METABOLISM	1.86736912E-1	1.8077E-1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	1.87343052E-1	1.7237E-1
REACTOME_REGULATION_OF_APOPTOSIS	1.88938685E-1	1.7407E-1
REACTOME_SIGNALLING_TO_RAS	1.89624992E-1	1.8782E-1
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	1.89732819E-1	1.8183E-1
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1.90160921E-1	1.8891E-1
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	1.91169319E-1	1.7928E-1
KEGG_TIGHT_JUNCTION	1.93238552E-1	1.9881E-1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.9345954E-1	1.8429E-1
BIOCARTA_CDMAC_PATHWAY	1.93793747E-1	1.8489E-1
BIOCARTA_BAD_PATHWAY	1.93800944E-1	2.0263E-1
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	1.9508199E-1	1.867E-1
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.95544184E-1	1.9312E-1
REACTOME_PYRUVATE_METABOLISM	1.96806501E-1	1.9266E-1
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	1.9711326E-1	1.8552E-1
BIOCARTA_INSULIN_PATHWAY	1.97591922E-1	1.9265E-1
KEGG_ASTHMA	1.98013264E-1	1.8756E-1
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	1.98176505E-1	1.8129E-1
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	1.98556778E-1	1.956E-1
BIOCARTA_VIP_PATHWAY	1.99248376E-1	1.9051E-1
REACTOME_PROTEIN_FOLDING	2.01009645E-1	2.2417E-1
KEGG_PEROXISOME	2.01758546E-1	1.9727E-1
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	2.04488023E-1	2.07E-1
BIOCARTA_PTDINS_PATHWAY	2.04511092E-1	2.0078E-1
BIOCARTA_P35ALZHEIMERS_PATHWAY	2.04651494E-1	2.017E-1
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	2.0487301E-1	2.0743E-1
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	2.05486509E-1	1.9858E-1
BIOCARTA_AKAP13_PATHWAY	2.06603653E-1	2.0766E-1
REACTOME_PI3K_AKT_ACTIVATION	2.06899739E-1	2.0007E-1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	2.07242405E-1	2.0325E-1
REACTOME_INTRINSIC_PATHWAY	2.07318945E-1	2.0616E-1
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	2.09126391E-1	2.0407E-1
BIOCARTA_EPHA4_PATHWAY	2.09595325E-1	2.0264E-1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	2.09839068E-1	2.0184E-1
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	2.09925013E-1	1.9972E-1
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	2.11390085E-1	2.1201E-1
REACTOME_ER_PHAGOSOME_PATHWAY	2.11419025E-1	1.9789E-1
REACTOME_METABOLISM_OF_PORPHYRINS	2.11833158E-1	2.1048E-1
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	2.13256731E-1	2.1091E-1
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	2.1409349E-1	2.0579E-1
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	2.1409349E-1	2.0726E-1
BIOCARTA_RHO_PATHWAY	2.1561345E-1	2.1452E-1
REACTOME_PHASE_II_CONJUGATION	2.16218687E-1	2.1231E-1
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	2.16702917E-1	2.1555E-1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	2.18260829E-1	2.0268E-1
KEGG_ENDOCYTOSIS	2.19915324E-1	2.1453E-1
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	2.20889054E-1	2.1381E-1
REACTOME_GLUCONEOGENESIS	2.21728304E-1	2.1389E-1
KEGG_O_GLYCAN_BIOSYNTHESIS	2.22444217E-1	2.1726E-1
REACTOME_GLUCURONIDATION	2.22691483E-1	2.1958E-1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	2.22837696E-1	2.088E-1
BIOCARTA_NGF_PATHWAY	2.23222362E-1	2.2217E-1
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	2.23643942E-1	2.1992E-1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	2.25761081E-1	2.2204E-1
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	2.26028719E-1	2.2138E-1
BIOCARTA_FAS_PATHWAY	2.26171748E-1	2.1496E-1
KEGG_INSULIN_SIGNALING_PATHWAY	2.26177688E-1	2.0903E-1
BIOCARTA_CTLA4_PATHWAY	2.27218551E-1	2.3444E-1
BIOCARTA_IL4_PATHWAY	2.2930094E-1	2.376E-1
BIOCARTA_ARAP_PATHWAY	2.30497949E-1	2.2315E-1
KEGG_SPHINGOLIPID_METABOLISM	2.31938239E-1	2.3328E-1
BIOCARTA_EGF_PATHWAY	2.33997981E-1	2.2408E-1
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	2.36934922E-1	2.2505E-1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	2.37789688E-1	2.2973E-1
BIOCARTA_PARKIN_PATHWAY	2.38093904E-1	2.3086E-1
BIOCARTA_KERATINOCYTE_PATHWAY	2.38729698E-1	2.2204E-1
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	2.38790695E-1	2.4141E-1
BIOCARTA_TCR_PATHWAY	2.39192411E-1	2.3008E-1
REACTOME_HS_GAG_BIOSYNTHESIS	2.39238403E-1	2.292E-1
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	2.40179668E-1	2.2765E-1
BIOCARTA_THELPER_PATHWAY	2.40743259E-1	2.41E-1
BIOCARTA_GLYCOLYSIS_PATHWAY	2.40894778E-1	2.3874E-1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	2.42993211E-1	2.3663E-1
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	2.43942882E-1	2.497E-1
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	2.44458911E-1	2.2999E-1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	2.45068718E-1	2.3529E-1
REACTOME_PHOSPHOLIPID_METABOLISM	2.46331546E-1	2.4012E-1
KEGG_RIBOSOME	2.46442289E-1	2.4111E-1
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	2.48394144E-1	2.429E-1
BIOCARTA_CCR3_PATHWAY	2.49024271E-1	2.3901E-1
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	2.49027555E-1	2.4436E-1
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	2.49737038E-1	2.5177E-1
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	2.50161003E-1	2.4881E-1
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	2.50167192E-1	2.4042E-1
BIOCARTA_SET_PATHWAY	2.50840341E-1	2.54E-1
KEGG_PROTEASOME	2.50887661E-1	2.4024E-1
REACTOME_SIGNAL_ATTENUATION	2.52451127E-1	2.5863E-1
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	2.52925914E-1	2.4659E-1
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	2.53319208E-1	2.5033E-1
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	2.54161437E-1	2.4209E-1
REACTOME_BIOLOGICAL_OXIDATIONS	2.54279572E-1	2.5674E-1
BIOCARTA_EIF2_PATHWAY	2.54321566E-1	2.5164E-1
REACTOME_SIGNALING_BY_ERBB4	2.55793897E-1	2.4455E-1
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	2.5670609E-1	2.5474E-1
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	2.56835275E-1	2.4528E-1
