Name	chi2Pvalue	empPvalue
BIOCARTA_G1_PATHWAY	4.27702658E-2	6.088E-2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	4.34084712E-2	5.544E-2
BIOCARTA_ATRBRCA_PATHWAY	4.35377745E-2	5.355E-2
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	4.43230425E-2	8.67E-3
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	4.46878088E-2	4.452E-2
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	4.48337867E-2	5.298E-2
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	4.55960793E-2	7.387E-2
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	4.60511611E-2	5.352E-2
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	4.62577527E-2	5.973E-2
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	4.70119608E-2	4.508E-2
REACTOME_PROSTANOID_LIGAND_RECEPTORS	4.76091312E-2	5.6E-2
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	4.89554179E-2	5.609E-2
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	4.9591032E-2	5.735E-2
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	5.06229093E-2	7.838E-2
REACTOME_PECAM1_INTERACTIONS	5.11044522E-2	5.665E-2
KEGG_TYROSINE_METABOLISM	5.19220081E-2	2.458E-2
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	5.25548681E-2	5.956E-2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	5.69605289E-2	7.446E-2
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	6.06995076E-2	7.857E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	6.07960627E-2	9.038E-2
BIOCARTA_TCRA_PATHWAY	6.14079272E-2	6.6E-2
BIOCARTA_AKAPCENTROSOME_PATHWAY	6.17447857E-2	5.322E-2
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	6.24338649E-2	7.735E-2
REACTOME_METAL_ION_SLC_TRANSPORTERS	6.34679498E-2	7.859E-2
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	6.35879225E-2	4.731E-2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	6.50970023E-2	8.665E-2
KEGG_P53_SIGNALING_PATHWAY	6.68933374E-2	9.002E-2
KEGG_HUNTINGTONS_DISEASE	6.73097673E-2	1.1239E-1
KEGG_BLADDER_CANCER	6.90377207E-2	1.366E-2
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	7.02705368E-2	1.0436E-1
REACTOME_RNA_POL_III_TRANSCRIPTION	7.29415077E-2	7.056E-2
BIOCARTA_FEEDER_PATHWAY	7.36244664E-2	7.298E-2
BIOCARTA_INTEGRIN_PATHWAY	7.46392308E-2	1.085E-2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	7.57271273E-2	1.1254E-1
REACTOME_ENOS_ACTIVATION_AND_REGULATION	7.60438216E-2	8.673E-2
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	7.78797242E-2	7.872E-2
BIOCARTA_KREB_PATHWAY	7.81756572E-2	8.607E-2
REACTOME_CELL_CYCLE_MITOTIC	7.87012406E-2	9.625E-2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	7.94554912E-2	1.0768E-1
KEGG_O_GLYCAN_BIOSYNTHESIS	8.02676192E-2	9.003E-2
KEGG_N_GLYCAN_BIOSYNTHESIS	8.04365192E-2	9.18E-2
REACTOME_INTRINSIC_PATHWAY	8.04567811E-2	9.137E-2
REACTOME_ELONGATION_ARREST_AND_RECOVERY	8.1658217E-2	7.854E-2
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	8.30857428E-2	9.243E-2
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	8.30978357E-2	8.132E-2
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	8.33795214E-2	9.347E-2
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	8.44356698E-2	8.734E-2
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	8.50699541E-2	1.0236E-1
KEGG_ETHER_LIPID_METABOLISM	8.60910333E-2	1.045E-2
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	8.61045751E-2	8.645E-2
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	8.62178177E-2	9.303E-2
KEGG_CELL_CYCLE	8.78316718E-2	1.4493E-1
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	8.86213518E-2	9.238E-2
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	8.87061166E-2	8.729E-2
REACTOME_MRNA_SPLICING	9.05974694E-2	1.135E-1
KEGG_PYRIMIDINE_METABOLISM	9.07891077E-2	1.2297E-1
REACTOME_CELL_CYCLE	9.5124786E-2	1.1637E-1
KEGG_CELL_ADHESION_MOLECULES_CAMS	9.55715788E-2	1.775E-2
REACTOME_G1_PHASE	9.57899157E-2	1.1335E-1
REACTOME_PYRIMIDINE_METABOLISM	9.63917723E-2	1.1599E-1
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	1.01047115E-1	8.533E-2
REACTOME_REGULATION_OF_KIT_SIGNALING	1.0110805E-1	7.123E-2
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	1.01397446E-1	8.934E-2
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	1.03198874E-1	1.1063E-1
REACTOME_ZINC_TRANSPORTERS	1.03346776E-1	1.1228E-1
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	1.04691161E-1	1.1342E-1
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	1.05082894E-1	1.1695E-1
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	1.05525903E-1	1.155E-1
KEGG_ECM_RECEPTOR_INTERACTION	1.08715314E-1	1.4955E-1
REACTOME_MICRORNA_MIRNA_BIOGENESIS	1.09781781E-1	8.296E-2
KEGG_BASAL_CELL_CARCINOMA	1.09920441E-1	1.2465E-1
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	1.10573787E-1	1.2981E-1
REACTOME_COLLAGEN_FORMATION	1.12772657E-1	1.3896E-1
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1.13289312E-1	1.2567E-1
KEGG_OTHER_GLYCAN_DEGRADATION	1.14555167E-1	1.1915E-1
REACTOME_MUSCLE_CONTRACTION	1.17752529E-1	1.4207E-1
REACTOME_FANCONI_ANEMIA_PATHWAY	1.18875574E-1	1.0419E-1
REACTOME_GPCR_LIGAND_BINDING	1.20699364E-1	1.9413E-1
KEGG_SELENOAMINO_ACID_METABOLISM	1.2155656E-1	9.599E-2
KEGG_RNA_POLYMERASE	1.22292886E-1	1.0149E-1
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	1.22423598E-1	9.282E-2
REACTOME_INTERFERON_GAMMA_SIGNALING	1.23990201E-1	1.403E-1
BIOCARTA_P27_PATHWAY	1.26688309E-1	1.253E-1
KEGG_OXIDATIVE_PHOSPHORYLATION	1.2676745E-1	1.5867E-1
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	1.28504566E-1	2.0033E-1
REACTOME_METABOLISM_OF_CARBOHYDRATES	1.29532067E-1	1.7253E-1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.32791925E-1	1.703E-1
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	1.34234315E-1	8.415E-2
BIOCARTA_FIBRINOLYSIS_PATHWAY	1.34385323E-1	1.4074E-1
REACTOME_DIABETES_PATHWAYS	1.35089873E-1	3.341E-2
KEGG_PPAR_SIGNALING_PATHWAY	1.35598556E-1	1.576E-1
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	1.35888687E-1	1.0916E-1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1.36980891E-1	1.673E-1
REACTOME_REGULATORY_RNA_PATHWAYS	1.38156587E-1	1.0908E-1
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	1.38611239E-1	1.4727E-1
REACTOME_PEROXISOMAL_LIPID_METABOLISM	1.39257173E-1	1.0155E-1
KEGG_LYSINE_DEGRADATION	1.39647274E-1	1.611E-1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1.39960623E-1	1.6414E-1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	1.40043652E-1	1.2833E-1
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	1.42484941E-1	5.376E-2
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1.46441315E-1	2.078E-2
BIOCARTA_LYM_PATHWAY	1.51219828E-1	1.5106E-1
BIOCARTA_PTC1_PATHWAY	1.55857202E-1	1.6282E-1
REACTOME_MRNA_CAPPING	1.56014518E-1	1.2236E-1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	1.56778369E-1	2.0029E-1
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	1.57826518E-1	1.6819E-1
REACTOME_ION_CHANNEL_TRANSPORT	1.61168689E-1	1.5929E-1
KEGG_WNT_SIGNALING_PATHWAY	1.61958445E-1	2.0788E-1
REACTOME_G0_AND_EARLY_G1	1.62092007E-1	1.7884E-1
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1.63016979E-1	1.6465E-1
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1.637238E-1	1.826E-1
KEGG_PARKINSONS_DISEASE	1.66780814E-1	2.0657E-1
REACTOME_MITOTIC_G1_G1_S_PHASES	1.72304458E-1	2.2813E-1
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	1.7504892E-1	1.87E-1
REACTOME_HS_GAG_BIOSYNTHESIS	1.76212213E-1	1.9736E-1
BIOCARTA_EIF_PATHWAY	1.79169574E-1	1.8984E-1
REACTOME_MRNA_PROCESSING	1.79634496E-1	2.0834E-1
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1.79924419E-1	1.5605E-1
REACTOME_SEROTONIN_RECEPTORS	1.81204484E-1	1.7357E-1
REACTOME_THE_NLRP3_INFLAMMASOME	1.81579513E-1	1.9171E-1
KEGG_STEROID_BIOSYNTHESIS	1.81661217E-1	1.9301E-1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1.82551722E-1	2.1231E-1
BIOCARTA_MYOSIN_PATHWAY	1.85695813E-1	2.0794E-1
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	1.86009278E-1	1.9531E-1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.87505432E-1	2.2154E-1
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	1.87549773E-1	1.5991E-1
REACTOME_RECYCLING_PATHWAY_OF_L1	1.88434646E-1	2.0199E-1
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.89573763E-1	1.9578E-1
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.89950736E-1	1.4568E-1
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1.91279193E-1	1.8254E-1
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	1.92821548E-1	1.8893E-1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1.93209932E-1	2.162E-1
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	1.94156566E-1	1.9526E-1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.94323396E-1	1.7116E-1
BIOCARTA_CTL_PATHWAY	1.94504749E-1	1.9183E-1
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	1.95580202E-1	2.2891E-1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.96579488E-1	2.2201E-1
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	2.00048277E-1	1.9286E-1
BIOCARTA_ARF_PATHWAY	2.0080648E-1	2.1647E-1
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	2.01217873E-1	1.9525E-1
REACTOME_INTERFERON_SIGNALING	2.01635095E-1	2.15E-1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	2.01867616E-1	1.8967E-1
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	2.0359871E-1	1.4608E-1
KEGG_HISTIDINE_METABOLISM	2.04049767E-1	1.3706E-1
REACTOME_GAP_JUNCTION_DEGRADATION	2.04607825E-1	2.1059E-1
BIOCARTA_RHO_PATHWAY	2.04975926E-1	2.2003E-1
BIOCARTA_IL5_PATHWAY	2.05068961E-1	2.052E-1
KEGG_STARCH_AND_SUCROSE_METABOLISM	2.05133288E-1	2.1675E-1
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	2.05306219E-1	1.5241E-1
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	2.07153638E-1	1.7275E-1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	2.09997059E-1	2.613E-1
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	2.10842856E-1	2.2172E-1
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	2.11181794E-1	1.6919E-1
REACTOME_L1CAM_INTERACTIONS	2.12279175E-1	2.5561E-1
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	2.12553617E-1	1.5628E-1
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	2.13872652E-1	2.2129E-1
BIOCARTA_NDKDYNAMIN_PATHWAY	2.15628945E-1	2.2874E-1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	2.16119847E-1	2.1146E-1
BIOCARTA_DC_PATHWAY	2.16224995E-1	2.1337E-1
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	2.21544561E-1	2.2947E-1
KEGG_TIGHT_JUNCTION	2.22363126E-1	2.5165E-1
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	2.22756734E-1	2.1414E-1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	2.22962241E-1	2.2008E-1
REACTOME_NEPHRIN_INTERACTIONS	2.26522142E-1	2.3543E-1
BIOCARTA_VIP_PATHWAY	2.266026E-1	2.2784E-1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	2.27490755E-1	2.3205E-1
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	2.28973886E-1	1.9689E-1
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	2.30428386E-1	8.453E-2
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	2.3071847E-1	2.6408E-1
BIOCARTA_NUCLEARRS_PATHWAY	2.35246175E-1	2.1416E-1
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	2.36211997E-1	2.6807E-1
BIOCARTA_PARKIN_PATHWAY	2.37156212E-1	2.3639E-1
REACTOME_GLUTATHIONE_CONJUGATION	2.37696739E-1	2.4417E-1
BIOCARTA_PTEN_PATHWAY	2.37789048E-1	2.2752E-1
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	2.38491264E-1	2.4992E-1
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	2.39015329E-1	2.4467E-1
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	2.39936805E-1	2.2536E-1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	2.40093288E-1	2.3704E-1
REACTOME_UNWINDING_OF_DNA	2.41487538E-1	2.3768E-1
BIOCARTA_MCM_PATHWAY	2.42315637E-1	2.3432E-1
KEGG_SPLICEOSOME	2.43446819E-1	2.9069E-1
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	2.43598977E-1	2.4927E-1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	2.44049547E-1	2.8194E-1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	2.45168599E-1	2.4684E-1
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	2.46415543E-1	2.4759E-1
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	2.4744945E-1	2.006E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	2.47881089E-1	3.177E-1
REACTOME_MITOTIC_G2_G2_M_PHASES	2.48010256E-1	1.0497E-1
REACTOME_PURINE_SALVAGE	2.49358045E-1	2.5943E-1
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	2.49411893E-1	3.328E-1
KEGG_RNA_DEGRADATION	2.49648249E-1	2.5323E-1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	2.51681193E-1	2.5107E-1
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	2.55913557E-1	2.5459E-1
REACTOME_INTEGRATION_OF_PROVIRUS	2.57206169E-1	2.6322E-1
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	2.57411613E-1	2.512E-1
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	2.58515311E-1	2.6038E-1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2.58752071E-1	2.5849E-1
REACTOME_METABOLISM_OF_NUCLEOTIDES	2.63563655E-1	3.0087E-1
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	2.63825906E-1	2.7465E-1
KEGG_CITRATE_CYCLE_TCA_CYCLE	2.6578288E-1	2.7934E-1
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	2.67169283E-1	2.3862E-1
REACTOME_IMMUNE_SYSTEM	2.67386069E-1	3.6632E-1
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	2.68137537E-1	2.789E-1
BIOCARTA_AKAP95_PATHWAY	2.72024732E-1	1.878E-1
REACTOME_COPI_MEDIATED_TRANSPORT	2.72534428E-1	2.6713E-1
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	2.74591066E-1	2.7414E-1
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	2.75464238E-1	2.824E-1
BIOCARTA_CDC42RAC_PATHWAY	2.75996491E-1	2.8937E-1
REACTOME_GLUCURONIDATION	2.76432858E-1	2.8036E-1
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	2.79099941E-1	2.9001E-1
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	2.80917269E-1	2.8885E-1
BIOCARTA_RACCYCD_PATHWAY	2.80928709E-1	2.7546E-1
BIOCARTA_STEM_PATHWAY	2.82349976E-1	2.8427E-1
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	2.82747388E-1	3.0472E-1
BIOCARTA_NKCELLS_PATHWAY	2.85690042E-1	2.8782E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	2.8569968E-1	3.934E-1
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	2.89379986E-1	2.6893E-1
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	2.89522298E-1	2.9431E-1
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	2.90989671E-1	2.9309E-1
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	2.94605979E-1	3.0926E-1
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	2.94898687E-1	3.0111E-1
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	2.96679065E-1	2.9223E-1
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	2.96933995E-1	3.0001E-1
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	2.98388359E-1	3.0242E-1
BIOCARTA_EIF2_PATHWAY	2.98450275E-1	3.0442E-1
REACTOME_PHASE_II_CONJUGATION	2.98601543E-1	3.2078E-1
KEGG_HOMOLOGOUS_RECOMBINATION	2.99542767E-1	3.004E-1
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	3.00031578E-1	3.0194E-1
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	3.0115197E-1	3.134E-1
REACTOME_G1_S_TRANSITION	3.01208712E-1	3.329E-1
REACTOME_SYNTHESIS_OF_PA	3.03399799E-1	2.8895E-1
REACTOME_DNA_REPAIR	3.04771191E-1	2.734E-1
REACTOME_PD1_SIGNALING	3.05373543E-1	3.0213E-1
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3.05817364E-1	3.0317E-1
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	3.06503667E-1	3.1359E-1
REACTOME_SULFUR_AMINO_ACID_METABOLISM	3.07482994E-1	3.2433E-1
REACTOME_TRNA_AMINOACYLATION	3.08330664E-1	2.6567E-1
