Name	chi2Pvalue	empPvalue
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	3.15756117E-2	3.201E-2
REACTOME_METABOLISM_OF_PROTEINS	3.49495885E-2	2.97E-2
REACTOME_MEIOTIC_RECOMBINATION	3.56588179E-2	3.344E-2
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	3.74681415E-2	2.805E-2
BIOCARTA_IL22BP_PATHWAY	4.10101451E-2	4.24E-2
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	4.25060145E-2	2.963E-2
BIOCARTA_G1_PATHWAY	4.32388016E-2	4.098E-2
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	4.32413167E-2	4.53E-2
REACTOME_G1_PHASE	4.44026329E-2	4.585E-2
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	4.45128447E-2	4.478E-2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	4.49153748E-2	4.313E-2
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	4.51074244E-2	4.912E-2
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	4.52514583E-2	2.917E-2
BIOCARTA_NO2IL12_PATHWAY	4.59249228E-2	4.539E-2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	4.60807357E-2	4.809E-2
BIOCARTA_CTCF_PATHWAY	4.63248657E-2	3.544E-2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	4.77104562E-2	4.655E-2
BIOCARTA_CELLCYCLE_PATHWAY	4.77855565E-2	4.58E-2
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	4.77965719E-2	5.063E-2
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	4.9934601E-2	4.35E-2
REACTOME_GAP_JUNCTION_DEGRADATION	5.20583098E-2	4.26E-2
BIOCARTA_ATRBRCA_PATHWAY	5.21966876E-2	5.489E-2
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	5.22257554E-2	4.764E-2
KEGG_P53_SIGNALING_PATHWAY	5.22559168E-2	5.22E-2
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	5.24243749E-2	5.267E-2
KEGG_LIMONENE_AND_PINENE_DEGRADATION	5.28556251E-2	4.919E-2
KEGG_PATHWAYS_IN_CANCER	5.30625613E-2	4.854E-2
REACTOME_RNA_POL_II_TRANSCRIPTION	5.31003199E-2	5.357E-2
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	5.31063202E-2	5.105E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	5.33276721E-2	5.233E-2
BIOCARTA_P53HYPOXIA_PATHWAY	5.38423451E-2	5.391E-2
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	5.4490515E-2	4.774E-2
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	5.4505535E-2	5.743E-2
KEGG_ETHER_LIPID_METABOLISM	5.48007982E-2	5.102E-2
REACTOME_PROTEIN_FOLDING	5.56921666E-2	6.195E-2
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	5.58744309E-2	6.08E-2
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	5.59486496E-2	5.745E-2
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	5.78152232E-2	4.842E-2
BIOCARTA_GSK3_PATHWAY	5.90421314E-2	5.532E-2
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	6.02911678E-2	5.583E-2
BIOCARTA_LYM_PATHWAY	6.16080764E-2	6.269E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	6.33279468E-2	5.631E-2
BIOCARTA_PTEN_PATHWAY	6.36155966E-2	7.156E-2
REACTOME_MEIOSIS	6.69493401E-2	6.843E-2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	6.82939643E-2	6.18E-2
BIOCARTA_ALK_PATHWAY	6.84284622E-2	6.837E-2
KEGG_RIBOFLAVIN_METABOLISM	6.92538443E-2	5.214E-2
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	6.96154924E-2	7.094E-2
KEGG_PURINE_METABOLISM	7.07510547E-2	7.085E-2
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	7.09163811E-2	7.542E-2
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	7.23046199E-2	6.759E-2
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	7.24728715E-2	6.29E-2
BIOCARTA_MYOSIN_PATHWAY	7.31227116E-2	5.947E-2
BIOCARTA_IL12_PATHWAY	7.37041186E-2	7.183E-2
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	7.42215562E-2	7.851E-2
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	7.47106713E-2	7.88E-2
BIOCARTA_ACTINY_PATHWAY	7.531484E-2	8.068E-2
REACTOME_PHOSPHOLIPID_METABOLISM	7.64839173E-2	6.372E-2
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	7.78753664E-2	7.777E-2
KEGG_CELL_CYCLE	7.81518096E-2	7.411E-2
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	7.98350959E-2	7.857E-2
REACTOME_SULFUR_AMINO_ACID_METABOLISM	8.0170354E-2	8.014E-2
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	8.18028748E-2	9.112E-2
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	8.34092079E-2	8.498E-2
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	8.37022083E-2	7.833E-2
BIOCARTA_PAR1_PATHWAY	8.38672753E-2	7.071E-2
BIOCARTA_MONOCYTE_PATHWAY	8.91327706E-2	9.603E-2
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	9.20205662E-2	9.12E-2
BIOCARTA_BAD_PATHWAY	9.42110671E-2	1.0117E-1
BIOCARTA_EPHA4_PATHWAY	9.48033845E-2	1.0343E-1
KEGG_N_GLYCAN_BIOSYNTHESIS	9.53988516E-2	9.348E-2
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	9.5769427E-2	9.66E-2
BIOCARTA_RHO_PATHWAY	9.74645202E-2	8.324E-2
KEGG_BETA_ALANINE_METABOLISM	9.7510872E-2	9.26E-2
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	9.77711079E-2	1.0086E-1
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	9.83571173E-2	9.581E-2
REACTOME_METABOLISM_OF_NUCLEOTIDES	9.8584447E-2	9.4E-2
REACTOME_PYRUVATE_METABOLISM	1.00231879E-1	1.0661E-1
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	1.01228573E-1	9.78E-2
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1.03637206E-1	1.0303E-1
REACTOME_DIABETES_PATHWAYS	1.04266493E-1	1.1289E-1
REACTOME_IL_6_SIGNALING	1.0580603E-1	1.072E-1
REACTOME_MRNA_CAPPING	1.07504909E-1	1.0516E-1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.08077385E-1	1.1443E-1
BIOCARTA_IGF1MTOR_PATHWAY	1.08387282E-1	1.1654E-1
BIOCARTA_RARRXR_PATHWAY	1.09429292E-1	1.0985E-1
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	1.10472848E-1	1.0643E-1
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	1.10915214E-1	9.601E-2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.10937637E-1	1.0963E-1
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	1.11101301E-1	1.1115E-1
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	1.1140766E-1	1.0752E-1
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	1.11703499E-1	9.267E-2
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	1.13566989E-1	1.2028E-1
BIOCARTA_TALL1_PATHWAY	1.13726406E-1	9.985E-2
BIOCARTA_UCALPAIN_PATHWAY	1.1534485E-1	1.1813E-1
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1.15888426E-1	1.21E-1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	1.16611216E-1	1.1522E-1
REACTOME_TRANSCRIPTION	1.17211093E-1	1.1799E-1
KEGG_REGULATION_OF_AUTOPHAGY	1.21404285E-1	1.2783E-1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1.21630677E-1	9.269E-2
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	1.22592929E-1	1.2314E-1
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1.22887954E-1	1.2262E-1
KEGG_OOCYTE_MEIOSIS	1.23839016E-1	1.2612E-1
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	1.27286985E-1	1.3515E-1
BIOCARTA_ARF_PATHWAY	1.28099729E-1	1.2395E-1
BIOCARTA_NKCELLS_PATHWAY	1.28392182E-1	1.3327E-1
BIOCARTA_CYTOKINE_PATHWAY	1.28484897E-1	1.364E-1
BIOCARTA_AGPCR_PATHWAY	1.31002997E-1	1.4146E-1
BIOCARTA_ERYTH_PATHWAY	1.31120837E-1	1.3959E-1
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	1.31610419E-1	1.2729E-1
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1.33681305E-1	1.2962E-1
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	1.34720181E-1	1.3399E-1
KEGG_PROPANOATE_METABOLISM	1.35127662E-1	1.2913E-1
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	1.35330346E-1	1.3577E-1
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	1.35589183E-1	1.3923E-1
REACTOME_PYRIMIDINE_CATABOLISM	1.35604416E-1	1.2685E-1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	1.35952977E-1	1.0352E-1
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	1.37054029E-1	1.3916E-1
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.39024019E-1	1.2479E-1
BIOCARTA_IL3_PATHWAY	1.41833296E-1	1.5261E-1
BIOCARTA_TNFR2_PATHWAY	1.42523855E-1	1.3238E-1
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1.43141956E-1	1.4388E-1
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1.43185447E-1	1.4252E-1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1.44633703E-1	1.1327E-1
REACTOME_GAP_JUNCTION_ASSEMBLY	1.48534428E-1	1.3207E-1
REACTOME_PYRIMIDINE_METABOLISM	1.48845422E-1	1.338E-1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	1.50217597E-1	1.3568E-1
REACTOME_IL_RECEPTOR_SHC_SIGNALING	1.50527736E-1	1.562E-1
REACTOME_CTLA4_INHIBITORY_SIGNALING	1.50704578E-1	1.5497E-1
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	1.51800404E-1	1.45E-1
REACTOME_SPHINGOLIPID_METABOLISM	1.53052987E-1	1.3195E-1
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	1.53276492E-1	1.5508E-1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.53349063E-1	1.593E-1
REACTOME_HIV_LIFE_CYCLE	1.54041796E-1	1.5272E-1
REACTOME_G0_AND_EARLY_G1	1.54411467E-1	1.5578E-1
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1.54518906E-1	1.4895E-1
BIOCARTA_G2_PATHWAY	1.5472527E-1	1.5258E-1
BIOCARTA_IL10_PATHWAY	1.55385238E-1	1.5697E-1
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	1.56729052E-1	1.6298E-1
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	1.56919184E-1	1.5346E-1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.56953226E-1	1.5527E-1
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1.57630839E-1	1.423E-1
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	1.57812747E-1	1.5444E-1
REACTOME_PERK_REGULATED_GENE_EXPRESSION	1.59037087E-1	1.6251E-1
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	1.59054621E-1	1.6665E-1
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1.59410254E-1	1.5502E-1
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	1.59855843E-1	1.6389E-1
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.59941143E-1	1.6561E-1
REACTOME_INTERFERON_GAMMA_SIGNALING	1.60008999E-1	1.5749E-1
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	1.60044083E-1	1.6662E-1
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	1.60090872E-1	1.6643E-1
REACTOME_PLATELET_HOMEOSTASIS	1.60204806E-1	1.5626E-1
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	1.61263185E-1	1.6316E-1
KEGG_SPHINGOLIPID_METABOLISM	1.61588567E-1	1.5924E-1
BIOCARTA_AKAPCENTROSOME_PATHWAY	1.63583282E-1	1.6031E-1
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	1.64239773E-1	1.6661E-1
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	1.65600143E-1	1.5916E-1
KEGG_APOPTOSIS	1.66659587E-1	1.664E-1
BIOCARTA_TNFR1_PATHWAY	1.66904138E-1	1.4845E-1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1.67658649E-1	1.7381E-1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1.6838744E-1	1.7635E-1
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	1.68456032E-1	1.6068E-1
BIOCARTA_AKAP95_PATHWAY	1.69035361E-1	1.6862E-1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1.692097E-1	1.6718E-1
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	1.70732053E-1	1.6433E-1
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	1.71648177E-1	1.7167E-1
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	1.72316911E-1	1.7359E-1
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.72430226E-1	1.8654E-1
BIOCARTA_CARM_ER_PATHWAY	1.73119271E-1	1.6495E-1
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.73489994E-1	1.7252E-1
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	1.74772404E-1	1.7702E-1
KEGG_MELANOMA	1.74972111E-1	1.7364E-1
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	1.75209211E-1	1.7218E-1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.76172615E-1	1.6828E-1
BIOCARTA_ECM_PATHWAY	1.7628841E-1	1.8825E-1
KEGG_FOLATE_BIOSYNTHESIS	1.77243877E-1	1.787E-1
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	1.77425944E-1	1.724E-1
REACTOME_NOD1_2_SIGNALING_PATHWAY	1.78184336E-1	1.8703E-1
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	1.79820417E-1	1.7615E-1
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	1.79919344E-1	1.7276E-1
REACTOME_GLYCOLYSIS	1.80610414E-1	1.8452E-1
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	1.81269111E-1	1.8634E-1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	1.84423169E-1	1.8562E-1
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	1.85736448E-1	1.9701E-1
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1.86555531E-1	1.9941E-1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1.8693865E-1	1.936E-1
REACTOME_SIGNALING_BY_ILS	1.87881926E-1	1.8898E-1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1.87903262E-1	1.8606E-1
REACTOME_INTEGRATION_OF_PROVIRUS	1.90084135E-1	1.9339E-1
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.90513878E-1	1.8725E-1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.90665016E-1	1.8693E-1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1.91260442E-1	1.9743E-1
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1.92784133E-1	1.9856E-1
REACTOME_PEPTIDE_CHAIN_ELONGATION	1.92960418E-1	1.6727E-1
BIOCARTA_P38MAPK_PATHWAY	1.93810674E-1	1.8602E-1
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1.93819518E-1	1.8746E-1
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	1.94054686E-1	1.8701E-1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1.94424404E-1	1.9279E-1
REACTOME_G_PROTEIN_ACTIVATION	1.95038553E-1	1.99E-1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	1.95116308E-1	2.0879E-1
REACTOME_XENOBIOTICS	1.96443131E-1	1.9055E-1
BIOCARTA_SPPA_PATHWAY	1.96821E-1	2.0469E-1
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	1.96977986E-1	1.9143E-1
REACTOME_REGULATION_OF_IFNG_SIGNALING	1.97681358E-1	2.0019E-1
KEGG_LEISHMANIA_INFECTION	1.9840201E-1	2.1808E-1
KEGG_GLUTATHIONE_METABOLISM	1.98443424E-1	2.0385E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1.99891903E-1	1.8517E-1
KEGG_ARGININE_AND_PROLINE_METABOLISM	2.02260581E-1	1.9998E-1
REACTOME_BOTULINUM_NEUROTOXICITY	2.03946254E-1	1.9253E-1
BIOCARTA_DEATH_PATHWAY	2.03987479E-1	1.9499E-1
REACTOME_HYALURONAN_METABOLISM	2.05546515E-1	2.0609E-1
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	2.06793041E-1	2.1145E-1
REACTOME_G2_M_CHECKPOINTS	2.07090846E-1	2.2181E-1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	2.07366365E-1	2.0773E-1
REACTOME_CIRCADIAN_CLOCK	2.07623502E-1	2.0235E-1
REACTOME_BIOLOGICAL_OXIDATIONS	2.08316917E-1	2.0591E-1
BIOCARTA_MCALPAIN_PATHWAY	2.09548757E-1	2.2131E-1
REACTOME_PURINE_CATABOLISM	2.096055E-1	2.1723E-1
REACTOME_PURINE_METABOLISM	2.10066615E-1	2.0798E-1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	2.10639956E-1	2.1217E-1
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	2.11294427E-1	2.0578E-1
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	2.12543357E-1	2.1331E-1
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	2.12923935E-1	2.0884E-1
BIOCARTA_PLCE_PATHWAY	2.15227508E-1	2.1766E-1
KEGG_PYRIMIDINE_METABOLISM	2.15805624E-1	2.1031E-1
BIOCARTA_41BB_PATHWAY	2.15890214E-1	1.9564E-1
REACTOME_COMMON_PATHWAY	2.16057636E-1	2.2062E-1
REACTOME_INFLUENZA_LIFE_CYCLE	2.16185799E-1	1.87E-1
KEGG_ASTHMA	2.18056628E-1	2.2156E-1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	2.18141031E-1	2.1011E-1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	2.18198496E-1	2.2275E-1
BIOCARTA_GLYCOLYSIS_PATHWAY	2.18649874E-1	2.1357E-1
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	2.20570305E-1	2.258E-1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	2.21950618E-1	2.1776E-1
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	2.24278358E-1	2.202E-1
REACTOME_GLUTATHIONE_CONJUGATION	2.24339276E-1	2.3008E-1
BIOCARTA_WNT_PATHWAY	2.2485645E-1	2.3263E-1
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	2.2507958E-1	1.9525E-1
REACTOME_HIV_INFECTION	2.27283713E-1	2.1504E-1
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	2.28652085E-1	2.3611E-1
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	2.32451365E-1	2.2295E-1
REACTOME_PI_METABOLISM	2.32467136E-1	2.2033E-1
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	2.32802949E-1	2.299E-1
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	2.3344486E-1	2.4652E-1
REACTOME_REGULATORY_RNA_PATHWAYS	2.33527025E-1	2.3099E-1
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	2.33541717E-1	2.4344E-1
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	2.3521431E-1	2.2691E-1
REACTOME_MITOTIC_G1_G1_S_PHASES	2.36305686E-1	2.3932E-1
BIOCARTA_CERAMIDE_PATHWAY	2.3698013E-1	2.1287E-1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	2.36986195E-1	2.6954E-1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2.37046013E-1	2.2141E-1
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	2.37645998E-1	2.3351E-1
REACTOME_ERKS_ARE_INACTIVATED	2.38712808E-1	2.6274E-1
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	2.39758431E-1	2.3127E-1
BIOCARTA_BARRESTIN_PATHWAY	2.41612666E-1	2.5425E-1
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	2.42037572E-1	2.4548E-1
REACTOME_REGULATION_OF_INSULIN_SECRETION	2.42759637E-1	2.4009E-1
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	2.43529274E-1	2.3935E-1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	2.43953985E-1	2.5611E-1
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	2.44152216E-1	2.2124E-1
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	2.45444464E-1	2.354E-1
KEGG_PRIMARY_IMMUNODEFICIENCY	2.45623645E-1	1.935E-1
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	2.47057643E-1	2.4142E-1
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	2.47738205E-1	2.5721E-1
